source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
161125_S_ATAG_02_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_02_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_02_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_03_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_03_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_03_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_04_04	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_04_04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_04_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_05_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_05_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_05_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_06_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_06_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_06_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_07_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_07_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_07_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_08_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_08_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_08_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_09_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_09_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_09_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_10_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_10_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_10_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
161125_S_ATAG_11_01	Homo sapiens	Blood plasma	FILL:disease	FILL:biological replicate	161125_S_ATAG_11_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	161125_S_ATAG_11_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
