source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Velos011832Rep2F5	homo sapiens	Cell culture	not applicable	not available	1	Velos011832Rep2F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011832Rep2F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011832Rep2F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011880Rep2F2	homo sapiens	Cell culture	not applicable	not available	1	Velos011880Rep2F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011880Rep2F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011880Rep2F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011866Rep2F8	homo sapiens	Cell culture	not applicable	not available	1	Velos011866Rep2F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011866Rep2F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011866Rep2F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011853Rep1F5	homo sapiens	Cell culture	not applicable	not available	1	Velos011853Rep1F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011853Rep1F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011853Rep1F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011855Rep2F6	homo sapiens	Cell culture	not applicable	not available	1	Velos011855Rep2F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011855Rep2F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011855Rep2F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07873Rep1F16	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07873Rep1F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07873Rep1F16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07873Rep1F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011838Rep2F8	homo sapiens	Cell culture	not applicable	not available	1	Velos011838Rep2F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011838Rep2F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011838Rep2F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07887Rep1F10	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07887Rep1F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07887Rep1F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07887Rep1F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011876Rep1F12	homo sapiens	Cell culture	not applicable	not available	1	Velos011876Rep1F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011876Rep1F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011876Rep1F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011836Rep1F7	homo sapiens	Cell culture	not applicable	not available	1	Velos011836Rep1F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011836Rep1F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011836Rep1F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011831Rep1F5	homo sapiens	Cell culture	not applicable	not available	1	Velos011831Rep1F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011831Rep1F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011831Rep1F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011848Rep1F3	homo sapiens	Cell culture	not applicable	not available	1	Velos011848Rep1F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011848Rep1F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011848Rep1F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011872Rep1F10	homo sapiens	Cell culture	not applicable	not available	1	Velos011872Rep1F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011872Rep1F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011872Rep1F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011875Rep2F12	homo sapiens	Cell culture	not applicable	not available	1	Velos011875Rep2F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011875Rep2F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011875Rep2F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07828Rep2F4	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07828Rep2F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07828Rep2F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07828Rep2F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07879Rep2F14	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07879Rep2F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07879Rep2F14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07879Rep2F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07819Rep2F8	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07819Rep2F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07819Rep2F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07819Rep2F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07821Rep1F7	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07821Rep1F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07821Rep1F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07821Rep1F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07880Rep2F13	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07880Rep2F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07880Rep2F13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07880Rep2F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011834Rep2F6	homo sapiens	Cell culture	not applicable	not available	1	Velos011834Rep2F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011834Rep2F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011834Rep2F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
