source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Velos011856Rep1F6	homo sapiens	Cell culture	not applicable	not available	1	Velos011856Rep1F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011856Rep1F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011856Rep1F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07832Rep1F3	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07832Rep1F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07832Rep1F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07832Rep1F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07882Rep1F12	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07882Rep1F12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07882Rep1F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07882Rep1F12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011837Rep2F7	homo sapiens	Cell culture	not applicable	not available	1	Velos011837Rep2F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011837Rep2F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011837Rep2F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07881Rep1F13	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07881Rep1F13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07881Rep1F13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07881Rep1F13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011825Rep1F3	homo sapiens	Cell culture	not applicable	not available	1	Velos011825Rep1F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011825Rep1F3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011825Rep1F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011858Rep2F7	homo sapiens	Cell culture	not applicable	not available	1	Velos011858Rep2F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011858Rep2F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011858Rep2F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011881Rep1F2	homo sapiens	Cell culture	not applicable	not available	1	Velos011881Rep1F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011881Rep1F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011881Rep1F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011854Rep2F5	homo sapiens	Cell culture	not applicable	not available	1	Velos011854Rep2F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011854Rep2F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011854Rep2F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07822Rep1F6	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07822Rep1F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07822Rep1F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07822Rep1F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011808Rep1F1	homo sapiens	Cell culture	not applicable	not available	1	Velos011808Rep1F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011808Rep1F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011808Rep1F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011871Rep2F10	homo sapiens	Cell culture	not applicable	not available	1	Velos011871Rep2F10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011871Rep2F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011871Rep2F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07874Rep2F16	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07874Rep2F16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07874Rep2F16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07874Rep2F16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07876Rep1F15	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07876Rep1F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07876Rep1F15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07876Rep1F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07889Rep2F9	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07889Rep2F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07889Rep2F9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07889Rep2F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011857Rep1F7	homo sapiens	Cell culture	not applicable	not available	1	Velos011857Rep1F7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011857Rep1F7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011857Rep1F7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07838Rep1F2	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07838Rep1F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07838Rep1F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07838Rep1F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011823Rep1F2	homo sapiens	Cell culture	not applicable	not available	1	Velos011823Rep1F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011823Rep1F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011823Rep1F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011822Rep2F2	homo sapiens	Cell culture	not applicable	not available	1	Velos011822Rep2F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011822Rep2F2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011822Rep2F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011835Rep1F6	homo sapiens	Cell culture	not applicable	not available	1	Velos011835Rep1F6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011835Rep1F6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011835Rep1F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011869Rep2F9	homo sapiens	Cell culture	not applicable	not available	1	Velos011869Rep2F9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011869Rep2F9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011869Rep2F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07875Rep2F15	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07875Rep2F15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07875Rep2F15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07875Rep2F15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07825Rep2F5	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07825Rep2F5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07825Rep2F5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07825Rep2F5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07818Rep1F8	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07818Rep1F8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07818Rep1F8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07818Rep1F8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011829Rep1F4	homo sapiens	Cell culture	not applicable	not available	1	Velos011829Rep1F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011829Rep1F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011829Rep1F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07886Rep1F11	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07886Rep1F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07886Rep1F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07886Rep1F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos011851Rep1F4	homo sapiens	Cell culture	not applicable	not available	1	Velos011851Rep1F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos011851Rep1F4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos011851Rep1F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07885Rep2F11	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07885Rep2F11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07885Rep2F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07885Rep2F11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07840Rep2F1	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07840Rep2F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07840Rep2F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07840Rep2F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
Velos02_07878Rep1F14	homo sapiens	Cell culture	not applicable	not available	1	Velos02_07878Rep1F14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=ltq orbitrap velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.5 Da	strong cation-exchange chromatography (scx)	1	1	Velos02_07878Rep1F14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/02/PXD001241/Velos02_07878Rep1F14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	manual curation	Cell culture
