source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Sample1	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay1	proteomic profiling by mass spectrometry	1	FX-1-8.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample2	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay2	proteomic profiling by mass spectrometry	1	FX-1-4.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample3	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay3	proteomic profiling by mass spectrometry	1	FX-1-10.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample4	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay4	proteomic profiling by mass spectrometry	1	FX-1-12.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample5	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay5	proteomic profiling by mass spectrometry	1	FX-1-5.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample6	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay6	proteomic profiling by mass spectrometry	1	FX-1-7.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample7	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay7	proteomic profiling by mass spectrometry	1	FX-1-3.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample8	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay8	proteomic profiling by mass spectrometry	1	FX-1-2.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample9	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay9	proteomic profiling by mass spectrometry	1	FX-1-1.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample10	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay10	proteomic profiling by mass spectrometry	1	FX-1-9.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample11	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay11	proteomic profiling by mass spectrometry	1	FX-1-11.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Sample12	Escherichia coli	cell-free extract	not applicable	1	not applicable	Assay12	proteomic profiling by mass spectrometry	1	FX-1-6.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
