source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
240516_EMH_B1-4_Phos_30ug_HnB_Lung_R4_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_HnB_Lung_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_HnB_Lung_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_HnB_Lung_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_Strap_Lung_R2_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Strap_Lung_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Strap_Lung_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Strap_Lung_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R2_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R3_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R3_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R3_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R3_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_TFE_Lung_R4_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_TFE_Lung_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_TFE_Lung_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_TFE_Lung_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R4_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R4_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Speed_Lung_R3_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R3_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R3_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_Lung_R3_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_TFE_Lung_R2_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_TFE_Lung_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_TFE_Lung_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_TFE_Lung_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R3_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R3_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R3_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_LegMuscle_R3_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
