source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
240516_EMH_B1-4_Phos_30ug_Strap_Lung_R4_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Strap_Lung_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Strap_Lung_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Strap_Lung_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R2_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_HnB_LegMuscle_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R2_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R1_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R1_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R1_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R1_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R1_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R1_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R1_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R1_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Speed_Lung_R4_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_Lung_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_Speed_Lung_R1_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R1_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R1_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_Lung_R1_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R4_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R4_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R4_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Strap_LegMuscle_R4_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_Speed_Lung_R2_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R2_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_Speed_Lung_R2_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_Speed_Lung_R2_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R3_A01_S_1	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R3_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R3_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_TFE_LegMuscle_R3_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
240516_EMH_B1-4_Phos_30ug_HnB_Lung_R1_A01_S_1	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	1	240516_EMH_B1-4_Phos_30ug_HnB_Lung_R1_A01_S_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	240516_EMH_B1-4_Phos_30ug_HnB_Lung_R1_A01_S_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/240516_EMH_B1-4_Phos_30ug_HnB_Lung_R1_A01_S_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
20240101_EMH_Phos_30ug_Testis_TFE_2_E480_DIA_17	rattus norvegicus	testis	not applicable	not available	enrichment of phosphorylated protein	17	20240101_EMH_Phos_30ug_Testis_TFE_2_E480_DIA_17	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20240101_EMH_Phos_30ug_Testis_TFE_2_E480_DIA_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/20240101_EMH_Phos_30ug_Testis_TFE_2_E480_DIA_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	testis
20231224_EMH_Prot_400ng_LegMuscle_HnB_1_E480_DIA_14	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	14	20231224_EMH_Prot_400ng_LegMuscle_HnB_1_E480_DIA_14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20231224_EMH_Prot_400ng_LegMuscle_HnB_1_E480_DIA_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/20231224_EMH_Prot_400ng_LegMuscle_HnB_1_E480_DIA_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
20231225_EMH_Prot_400ng_Lung_HnB_4_E480_DIA_13	rattus norvegicus	lung	not applicable	not available	enrichment of phosphorylated protein	13	20231225_EMH_Prot_400ng_Lung_HnB_4_E480_DIA_13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20231225_EMH_Prot_400ng_Lung_HnB_4_E480_DIA_13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/20231225_EMH_Prot_400ng_Lung_HnB_4_E480_DIA_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	lung
20231224_EMH_Prot_400ng_LegMuscle_TFE_1_E480_DIA_11	rattus norvegicus	not available	not applicable	not available	enrichment of phosphorylated protein	11	20231224_EMH_Prot_400ng_LegMuscle_TFE_1_E480_DIA_11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=q exactive hf;AC=MS:1002523	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	not available	1	1	20231224_EMH_Prot_400ng_LegMuscle_TFE_1_E480_DIA_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD049062/20231224_EMH_Prot_400ng_LegMuscle_TFE_1_E480_DIA_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	not available
