source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[biological replicate]	characteristics[treatment]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[treatment]
A375_BirA-Flag-MC162R_bio2	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	2	BirA-Flag-MC162R	93052_BirA-MC162R_2_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	2	93052_BirA-MC162R_2_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag-MC162R
A375_BirA-Flag-MC162R_bio2	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	2	BirA-Flag-MC162R	93053_BirA-MC162R_2_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	1	93053_BirA-MC162R_2_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag-MC162R
A375_BirA-Flag-MC162R_bio1	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	1	BirA-Flag-MC162R	93054_BirA-MC162R_1_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	2	93054_BirA-MC162R_1_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag-MC162R
A375_BirA-Flag-MC162R_bio1	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	1	BirA-Flag-MC162R	93055_BirA-MC162R_1_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	1	93055_BirA-MC162R_1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag-MC162R
A375_BirA-Flag_bio2	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	2	BirA-Flag	93056_BirA_2_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	2	93056_BirA_2_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag
A375_BirA-Flag_bio2	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	2	BirA-Flag	93057_BirA_2_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	1	93057_BirA_2_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag
A375_BirA-Flag_bio1	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	1	BirA-Flag	93058_BirA_1_rep2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	2	93058_BirA_1_rep2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag
A375_BirA-Flag_bio1	Homo sapiens	skin of body	amelanotic melanoma	not available	A375	CVCL_0132	cell	adult	54Y	female	not available	1	BirA-Flag	93059_BirA_1_rep1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	1	1	93059_BirA_1_rep1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=oncology-metadata;VV=v1.0.0	BirA-Flag
