source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]
PXD003903-Sample-165	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 165	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4715-3.raw	PT4715-3.raw
PXD003903-Sample-166	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 166	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4838-7.raw	PT4838-7.raw
PXD003903-Sample-167	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 167	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4729-9.raw	PT4729-9.raw
PXD003903-Sample-168	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 168	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4823-10.raw	PT4823-10.raw
PXD003903-Sample-169	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 169	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4832-15.raw	PT4832-15.raw
PXD003903-Sample-170	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 170	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4710-13.raw	PT4710-13.raw
PXD003903-Sample-171	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 171	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4835-5.raw	PT4835-5.raw
PXD003903-Sample-172	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 172	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4710-9.raw	PT4710-9.raw
PXD003903-Sample-173	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 173	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4838-12.raw	PT4838-12.raw
PXD003903-Sample-174	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 174	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4535-11.raw	PT4535-11.raw
PXD003903-Sample-175	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 175	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4832-9.raw	PT4832-9.raw
PXD003903-Sample-176	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 176	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4839-16.raw	PT4839-16.raw
PXD003903-Sample-177	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 177	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4712-15.raw	PT4712-15.raw
PXD003903-Sample-178	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 178	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4838-3.raw	PT4838-3.raw
PXD003903-Sample-179	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 179	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4823-6.raw	PT4823-6.raw
PXD003903-Sample-180	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 180	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4718-5.raw	PT4718-5.raw
PXD003903-Sample-181	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 181	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4715-7.raw	PT4715-7.raw
PXD003903-Sample-182	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 182	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4832-11.raw	PT4832-11.raw
PXD003903-Sample-183	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 183	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4816-16.raw	PT4816-16.raw
PXD003903-Sample-184	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 184	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4535-5.raw	PT4535-5.raw
PXD003903-Sample-185	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 185	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4535-15.raw	PT4535-15.raw
PXD003903-Sample-186	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 186	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4832-5.raw	PT4832-5.raw
PXD003903-Sample-187	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 187	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4715-14.raw	PT4715-14.raw
PXD003903-Sample-188	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 188	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4823-14.raw	PT4823-14.raw
PXD003903-Sample-189	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 189	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4708-12.raw	PT4708-12.raw
PXD003903-Sample-190	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 190	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4711-12.raw	PT4711-12.raw
PXD003903-Sample-191	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 191	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4835-8.raw	PT4835-8.raw
PXD003903-Sample-192	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 192	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4708-9.raw	PT4708-9.raw
PXD003903-Sample-193	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 193	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4832-4.raw	PT4832-4.raw
PXD003903-Sample-194	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 194	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4712-2.raw	PT4712-2.raw
PXD003903-Sample-195	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 195	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4710-4.raw	PT4710-4.raw
PXD003903-Sample-196	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 196	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4729-4.raw	PT4729-4.raw
PXD003903-Sample-197	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 197	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4824-14.raw	PT4824-14.raw
PXD003903-Sample-198	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 198	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4833-3.raw	PT4833-3.raw
PXD003903-Sample-199	homo sapiens	Embryonic stem cell	not available	not available	not available	not available	1	cell	not available	not available	run 199	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	20 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001313;NT=Trypsin/P	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=N-term;AC=UNIMOD:1	NT=Carbamidomethyl;TA=C;MT=Fixed;AC=UNIMOD:4	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	./PXD003903/PT4735-15.raw	PT4735-15.raw
