source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Seq67868_HFX_Old_0hr_Day2	Mus musculus	Spleen	not available	not available	1	Seq67868_HFX_Old_0hr_Day2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67868_HFX_Old_0hr_Day2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67867_HFX_Young_0hr_Day2	Mus musculus	Spleen	not available	not available	1	Seq67867_HFX_Young_0hr_Day2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67867_HFX_Young_0hr_Day2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67865_HFX_Young_24hr_Day1	Mus musculus	Spleen	not available	not available	1	Seq67865_HFX_Young_24hr_Day1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67865_HFX_Young_24hr_Day1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67866_HFX_Old_24hr_Day1	Mus musculus	Spleen	not available	not available	1	Seq67866_HFX_Old_24hr_Day1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67866_HFX_Old_24hr_Day1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67871_HFX_Young_0hr_Day3	Mus musculus	Spleen	not available	not available	1	Seq67871_HFX_Young_0hr_Day3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67871_HFX_Young_0hr_Day3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67874_HFX_Old_24hr_Day3	Mus musculus	Spleen	not available	not available	1	Seq67874_HFX_Old_24hr_Day3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67874_HFX_Old_24hr_Day3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67872_HFX_Old_0hr_Day3	Mus musculus	Spleen	not available	not available	1	Seq67872_HFX_Old_0hr_Day3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67872_HFX_Old_0hr_Day3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67863_HFX_Young_0hr_Day1	Mus musculus	Spleen	not available	not available	1	Seq67863_HFX_Young_0hr_Day1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67863_HFX_Young_0hr_Day1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67864_HFX_Old_0hr_Day1	Mus musculus	Spleen	not available	not available	1	Seq67864_HFX_Old_0hr_Day1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67864_HFX_Old_0hr_Day1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67869_HFX_Young_24hr_Day2	Mus musculus	Spleen	not available	not available	1	Seq67869_HFX_Young_24hr_Day2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67869_HFX_Young_24hr_Day2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67870_HFX_Old_24hr_Day2	Mus musculus	Spleen	not available	not available	1	Seq67870_HFX_Old_24hr_Day2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67870_HFX_Old_24hr_Day2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
Seq67873_HFX_Young_24hr_Day3	Mus musculus	Spleen	not available	not available	1	Seq67873_HFX_Young_24hr_Day3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	1	1	Seq67873_HFX_Young_24hr_Day3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	manual curation	Spleen
