source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
2014_06_19_Andreia_F25	2014_06_19_Andreia_F25	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F25.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F26	2014_06_19_Andreia_F26	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F26.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F27	2014_06_19_Andreia_F27	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F27.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F28	2014_06_19_Andreia_F28	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F29	2014_06_19_Andreia_F29	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F29.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F30	2014_06_19_Andreia_F30	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F30.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F31	2014_06_19_Andreia_F31	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F31.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F32	2014_06_19_Andreia_F32	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F32.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F33	2014_06_19_Andreia_F33	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F33.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
2014_06_19_Andreia_F34	2014_06_19_Andreia_F34	Bioreactor sludge metagenome	Prokaryotic cell	not applicable	not available	Oleate_grown_bioreactor_sludge_metaproteome_2	Prokaryotic cell	Prokaryotic cell	not available	not available	not available	not available	1	2014_06_19_Andreia_F34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Dionex instrument model;AC=MS:1000491	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	2014_06_19_Andreia_F34.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	Prokaryotic cell
