source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_101	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_101	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_101.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_102	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_102	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_102.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_103	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_103	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_103.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_104	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_104	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_104.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_105	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_105	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_106	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_106	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_106.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_107	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_107	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_107.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_108	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_108	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_108.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_109	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_109	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_109.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_110	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_110	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_110.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_111	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_111	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_111.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_201	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_201	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_201.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_202	Saccharomyces cerevisiae	not available	not available	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_202	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	1	1	Sc_FLAG-Dsn1_WT-Ana_rKCTi_V2_202.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0
