source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PRIDE_Exp_Complete_Ac_30883.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30883.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30883.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30883.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30879.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30879.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30879.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30879.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30835.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30835.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30835.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30835.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30857.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30857.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30857.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30857.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30847.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30847.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30847.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30847.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30865.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30865.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30865.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30865.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30899.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30899.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30899.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30899.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30852.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30852.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30852.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30852.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30846.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30846.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30846.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30846.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30827.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30827.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30827.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30827.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30830.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30830.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30830.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30830.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30898.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30898.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30898.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30898.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30860.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30860.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30860.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30860.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
PRIDE_Exp_Complete_Ac_30884.pride	Phytophthora infestans	not available	not applicable	not available	1	PRIDE_Exp_Complete_Ac_30884.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	PRIDE_Exp_Complete_Ac_30884.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/03/PXD000433/generated/PRIDE_Exp_Complete_Ac_30884.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
