source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
q191221_PZ1433_S01	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S02	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S03	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S04	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S04	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S05	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S05	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S06	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S06	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S07	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S07	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S08	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S08	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S09	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S09	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S10	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S10	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S11	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S11	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S12	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S12	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S13	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S13	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S14	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S14	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S15	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S15	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S16	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S16	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S17	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S17	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S18	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S18	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S19	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S19	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
q191221_PZ1433_S20	Homo sapiens	Skeletal muscle	FILL:disease	FILL:biological replicate	q191221_PZ1433_S20	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	FILL:cleavage agent details	1	1	q191221_PZ1433_S20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
