source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD008736-Sample-11	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN1_Frac_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN1_Frac_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-12	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN1_Frac_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN1_Frac_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-13	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-14	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-15	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-16	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-17	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-18	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-19	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-20	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-21	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-22	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-23	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-24	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN2_Frac_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-25	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-26	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-27	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-28	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-29	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-30	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-31	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-32	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-33	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-34	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-35	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-36	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN3_Frac_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-37	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-38	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD008736-Sample-39	Mus musculus	heart	not available	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	20160718_QE7_nLC3_PCP_Mouse_SinusNode_Technical_rep_1_SN4_Frac_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
