source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20211011_Lyris_59621_NF_06_1000_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59621_NF_06_1000_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59621_NF_06_1000_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60621_NF_1_200_500_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60621_NF_1_200_500_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60621_NF_1_200_500_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60621_NF_1_200_500_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60621_NF_1_200_500_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60621_NF_1_200_500_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60521_NF_06_200_500_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60521_NF_06_200_500_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60521_NF_06_200_500_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60421_NF_02_200_500_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60421_NF_02_200_500_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60421_NF_02_200_500_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60721_NF_15_200_500_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60721_NF_15_200_500_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60721_NF_15_200_500_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60421_NF_02_200_500_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60421_NF_02_200_500_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60421_NF_02_200_500_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60521_NF_06_200_500_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60521_NF_06_200_500_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60521_NF_06_200_500_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59521_NF_02_1000_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59521_NF_02_1000_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59521_NF_02_1000_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59821_NF_15_1000_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59821_NF_15_1000_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59821_NF_15_1000_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59721_NF_1_1000_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59721_NF_1_1000_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59721_NF_1_1000_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59821_NF_15_1000_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59821_NF_15_1000_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59821_NF_15_1000_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59621_NF_06_1000_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59621_NF_06_1000_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59621_NF_06_1000_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59521_NF_02_1000_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59521_NF_02_1000_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59521_NF_02_1000_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_60721_NF_15_200_500_template_1	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_60721_NF_15_200_500_template_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_60721_NF_15_200_500_template_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
20211011_Lyris_59721_NF_1_1000_template_2	Trypanosoma cruzi dm28c	not available	1	20211011_Lyris_59721_NF_1_1000_template_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	20211011_Lyris_59721_NF_1_1000_template_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
