source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PALTO247_SLB_CALCULUS.pep.xml	PALTO247_SLB_CALCULUS.pep.xml	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	PALTO247_SLB_CALCULUS.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	PALTO247_SLB_CALCULUS.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
PALTO247_SLB_CALCULUS.raw	PALTO247_SLB_CALCULUS.raw	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	PALTO247_SLB_CALCULUS.raw	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	PALTO247_SLB_CALCULUS.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Shell_Control_A_pre_SLB.pep.xml	Shell_Control_A_pre_SLB.pep.xml	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Shell_Control_A_pre_SLB.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Shell_Control_A_pre_SLB.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Shell_Control_A_pre_SLB.raw	Shell_Control_A_pre_SLB.raw	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Shell_Control_A_pre_SLB.raw	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Shell_Control_A_pre_SLB.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Shell_Control_B_post_SLB.pep.xml	Shell_Control_B_post_SLB.pep.xml	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Shell_Control_B_post_SLB.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Shell_Control_B_post_SLB.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Shell_Control_B_post_SLB	Shell_Control_B_post_SLB	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Shell_Control_B_post_SLB	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Shell_Control_B_post_SLB.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Wash_blank_0334_pre_SLB2.pep.xml	Wash_blank_0334_pre_SLB2.pep.xml	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Wash_blank_0334_pre_SLB2.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Wash_blank_0334_pre_SLB2.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Wash_blank_0334_pre_SLB2.raw	Wash_blank_0334_pre_SLB2.raw	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Wash_blank_0334_pre_SLB2.raw	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Wash_blank_0334_pre_SLB2.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Wash_blank_0623_post_SLB.pep.xml	Wash_blank_0623_post_SLB.pep.xml	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Wash_blank_0623_post_SLB.pep.xml	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Wash_blank_0623_post_SLB.pep.xml	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Wash_blank_0623_post_SLB.raw	Wash_blank_0623_post_SLB.raw	Homo sapiens	not available	not applicable	not available	Human_Dental_Calculus_Neolithic_Southern_Italy	not available	not available	not available	not available	not available	not available	1	Wash_blank_0623_post_SLB.raw	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Wash_blank_0623_post_SLB.raw.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
