source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
MinT_frac_Kans_100ug_02_04_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_02_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_02_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_100ug_02_04_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_100ug_02_12_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_02_12_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_02_12_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_100ug_02_12_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_100ug_03_04_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_03_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_03_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_100ug_03_04_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_2D_02_09_2D_27Feb17_Tiger_16-09-25	MinT_frac_Kans_2D_02_09_2D_27Feb17_Tiger_16-09-25	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_2D_02_09_2D_27Feb17_Tiger_16-09-25	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_2D_02_09_2D_27Feb17_Tiger_16-09-25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_2D_03_10_2D_27Feb17_Tiger_16-09-24	MinT_frac_Kans_2D_03_10_2D_27Feb17_Tiger_16-09-24	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_2D_03_10_2D_27Feb17_Tiger_16-09-24	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_Kans_2D_03_10_2D_27Feb17_Tiger_16-09-24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_OrgMix_100ug_01_10_QE_03Feb17_Wally_16-09-27	MinT_frac_OrgMix_100ug_01_10_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_OrgMix_100ug_01_10_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_OrgMix_100ug_01_10_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_OrgMix_100ug_02_04_QE_03Feb17_Wally_16-09-27	MinT_frac_OrgMix_100ug_02_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Addressing_the_challenge_of_soil_metaproteome_complexity_by_improving_metaproteome_depth_of_coverage	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_OrgMix_100ug_02_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not available	1	1	MinT_frac_OrgMix_100ug_02_04_QE_03Feb17_Wally_16-09-27.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
