source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Zybaylov_102617_H_L4_11	Zybaylov_102617_H_L4_11	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L4_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L4_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L4_17	Zybaylov_102617_H_L4_17	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L4_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L4_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L4_18	Zybaylov_102617_H_L4_18	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L4_18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L4_18.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L4_23	Zybaylov_102617_H_L4_23	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L4_23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L4_23.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_03	Zybaylov_102617_H_L7_03	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_05	Zybaylov_102617_H_L7_05	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_06	Zybaylov_102617_H_L7_06	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_09	Zybaylov_102617_H_L7_09	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_09.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_20	Zybaylov_102617_H_L7_20	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_102617_H_L7_21	Zybaylov_102617_H_L7_21	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_102617_H_L7_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_102617_H_L7_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_CKD1_02	Zybaylov_CKD1_02	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_CKD1_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_CKD1_02.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_CKD1_06	Zybaylov_CKD1_06	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_CKD1_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_CKD1_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_CKD1_11	Zybaylov_CKD1_11	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_CKD1_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_CKD1_11.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_CKD1_15	Zybaylov_CKD1_15	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_CKD1_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_CKD1_15.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
Zybaylov_CKD1_21	Zybaylov_CKD1_21	Mus musculus	Cecum	not applicable	Chronic kidney disease	Investigation_of_Resistant_Starch_effect_on_gut_microbiome_in_5_6_nephrectomy_mouse_model_of_Chronic_Kidney_Disease	feces	feces	not available	not available	not available	not available	gut microbiome	Mus musculus	Cecum	Chronic kidney disease	1	Zybaylov_CKD1_21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Zybaylov_CKD1_21.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Cecum
