source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[material type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[immunopeptidome enrichment method]	characteristics[mhc protein complex]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[culture medium]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[label]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms min charge]	comment[ms max charge]	comment[collision energy]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[source name]
MV4-11_classI	Homo sapiens	peripheral blood	not available	cell	acute monocytic leukemia	10Y	male	not applicable	not available	1	immunoaffinity purification	MHC class I protein complex	HLA-A*03;HLA-A*68;HLA-B*14;HLA-B*18;HLA-C*08;HLA-C*15	not available	W6/32 (pan-HLA class I)	MV-4-11 cell	CVCL_0064	MV4-11	not available	MV4-11_class_I_Rep1	proteomic profiling by mass spectrometry	FL0012563.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	1	5	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	MV4-11_classI
MV4-11_classI	Homo sapiens	peripheral blood	not available	cell	acute monocytic leukemia	10Y	male	not applicable	not available	1	immunoaffinity purification	MHC class I protein complex	HLA-A*03;HLA-A*68;HLA-B*14;HLA-B*18;HLA-C*08;HLA-C*15	not available	W6/32 (pan-HLA class I)	MV-4-11 cell	CVCL_0064	MV4-11	not available	MV4-11_class_I_Rep2	proteomic profiling by mass spectrometry	FL0012567.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	1	5	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	MV4-11_classI
MV4-11_classII	Homo sapiens	peripheral blood	not available	cell	acute monocytic leukemia	10Y	male	not applicable	not available	1	immunoaffinity purification	MHC class II protein complex	HLA-DRB1*01;HLA-DRB1*13	not available	L243 (HLA-DR)	MV-4-11 cell	CVCL_0064	MV4-11	not available	MV4-11_class_II_Rep1	proteomic profiling by mass spectrometry	FL0012593.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	2	6	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	MV4-11_classII
MV4-11_classII	Homo sapiens	peripheral blood	not available	cell	acute monocytic leukemia	10Y	male	not applicable	not available	1	immunoaffinity purification	MHC class II protein complex	HLA-DRB1*01;HLA-DRB1*13	not available	L243 (HLA-DR)	MV-4-11 cell	CVCL_0064	MV4-11	not available	MV4-11_class_II_Rep2	proteomic profiling by mass spectrometry	FL0012597.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	2	6	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	MV4-11_classII
OCI-AML-3_classI	Homo sapiens	peripheral blood	not available	cell	acute myelomonocytic leukemia M4	57Y	male	not applicable	adult	1	immunoaffinity purification	MHC class I protein complex	HLA-A*02;HLA-A*23;HLA-B*44;HLA-B*53;HLA-C*04;HLA-C*05	not available	W6/32 (pan-HLA class I)	OCI-AML3	CVCL_1844	OCI-AML-3	Roswell Park Memorial Institute 1640 Medium	OCI-AML-3_class_I_Rep1	proteomic profiling by mass spectrometry	FL0012549.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	1	5	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	OCI-AML-3_classI
OCI-AML-3_classI	Homo sapiens	peripheral blood	not available	cell	acute myelomonocytic leukemia M4	57Y	male	not applicable	adult	1	immunoaffinity purification	MHC class I protein complex	HLA-A*02;HLA-A*23;HLA-B*44;HLA-B*53;HLA-C*04;HLA-C*05	not available	W6/32 (pan-HLA class I)	OCI-AML3	CVCL_1844	OCI-AML-3	Roswell Park Memorial Institute 1640 Medium	OCI-AML-3_class_I_Rep2	proteomic profiling by mass spectrometry	FL0012553.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	1	5	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	OCI-AML-3_classI
OCI-AML-3_classII	Homo sapiens	peripheral blood	not available	cell	acute myelomonocytic leukemia M4	57Y	male	not applicable	adult	1	immunoaffinity purification	MHC class II protein complex	HLA-DRB1*04;HLA-DRB1*13	not available	L243 (HLA-DR)	OCI-AML3	CVCL_1844	OCI-AML-3	Roswell Park Memorial Institute 1640 Medium	OCI-AML-3_class_II_Rep1	proteomic profiling by mass spectrometry	FL0012581.raw	1	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	2	6	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	OCI-AML-3_classII
OCI-AML-3_classII	Homo sapiens	peripheral blood	not available	cell	acute myelomonocytic leukemia M4	57Y	male	not applicable	adult	1	immunoaffinity purification	MHC class II protein complex	HLA-DRB1*04;HLA-DRB1*13	not available	L243 (HLA-DR)	OCI-AML3	CVCL_1844	OCI-AML-3	Roswell Park Memorial Institute 1640 Medium	OCI-AML-3_class_II_Rep2	proteomic profiling by mass spectrometry	FL0012585.raw	2	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=unspecific cleavage;AC=MS:1001956	label free sample	NT=HCD;AC=MS:1000422	10 ppm	0.02 Da	1	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Cysteinyl;MT=Variable;TA=C;AC=UNIMOD:312	NT=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21	NT=orbitrap;AC=MS:1000484	2	6	30 NCE	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=immunopeptidomics;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	sdrf-pipelines v0.1.5	OCI-AML-3_classII
