source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20230418_Hou-WT_cell-3	Bacteria	Cell culture	1	20230418_Hou-WT_cell-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-WT_cell-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-WT_cytosolic-2	Bacteria	Cell culture	1	20230418_Hou-WT_cytosolic-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-WT_cytosolic-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-SSR42_cytosolic-1	Bacteria	Cell culture	1	20230418_Hou-SSR42_cytosolic-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-SSR42_cytosolic-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-SSR42_sec-2	Bacteria	Cell culture	1	20230418_Hou-SSR42_sec-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-SSR42_sec-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-SSR42_cell-1	Bacteria	Cell culture	1	20230418_Hou-SSR42_cell-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-SSR42_cell-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-WT_sec-3	Bacteria	Cell culture	1	20230418_Hou-WT_sec-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-WT_sec-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-WT_cell-2	Bacteria	Cell culture	1	20230418_Hou-WT_cell-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-WT_cell-2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-WT_sec-1	Bacteria	Cell culture	1	20230418_Hou-WT_sec-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-WT_sec-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-SSR42_sec-1	Bacteria	Cell culture	1	20230418_Hou-SSR42_sec-1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-SSR42_sec-1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
20230418_Hou-SSR42_sec-3	Bacteria	Cell culture	1	20230418_Hou-SSR42_sec-3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	1	1	20230418_Hou-SSR42_sec-3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Cell culture
