source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
RZ10_033-2	RZ10_033-2	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ10_033-2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ10_033-2.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ11_033-E	RZ11_033-E	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ11_033-E	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ11_033-E.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ12_033-F	RZ12_033-F	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ12_033-F	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ12_033-F.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ13_526-8	RZ13_526-8	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ13_526-8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ13_526-8.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ14_526-13	RZ14_526-13	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ14_526-13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ14_526-13.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ15_026-D	RZ15_026-D	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ15_026-D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ15_026-D.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ16_026-F	RZ16_026-F	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ16_026-F	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ16_026-F.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ17_521-6	RZ17_521-6	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ17_521-6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ17_521-6.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ18_521-14	RZ18_521-14	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ18_521-14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ18_521-14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
RZ19_024-D	RZ19_024-D	human gut metagenome	feces	not applicable	not available	Metaproteomics_on_preterm_infant_stool	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	feces	not available	1	RZ19_024-D	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	RZ19_024-D.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	feces
