source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
240426_HDF_donor1_day_9_142_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_9_142_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_9_142_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor2_day_3_142_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor2_day_3_142_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor2_day_3_142_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_SCR_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_SCR_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_SCR_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_142_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_142_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_142_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor3_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor3_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor3_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_9_124_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_9_124_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_9_124_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_SCR_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_SCR_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_SCR_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_pool_1_DC1_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_pool_1_DC1_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_pool_1_DC1_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_124_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_124_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_124_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_pool_1_DC1_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_pool_1_DC1_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_pool_1_DC1_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor2_day_9_124_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor2_day_9_124_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor2_day_9_124_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_124_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_124_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_124_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_pool_2_DC1_3_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_pool_2_DC1_3_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_pool_2_DC1_3_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_pool_2_DC3_3_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_pool_2_DC3_3_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_pool_2_DC3_3_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_MCS_2_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_MCS_2_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_MCS_2_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor1_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor1_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor1_day_3_MCS_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
240426_HDF_donor3_day_3_124_1_120min_FAIMS_DIA_CV_-45-60	Homo sapiens	Dendritic cell	not available	not available	not available	1	240426_HDF_donor3_day_3_124_1_120min_FAIMS_DIA_CV_-45-60	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	1	1	240426_HDF_donor3_day_3_124_1_120min_FAIMS_DIA_CV_-45-60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Dendritic cell
