source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
200710_QE1_PM1_ThS_POMPU_200429_A_09	200710_QE1_PM1_ThS_POMPU_200429_A_09	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200710_QE1_PM1_ThS_POMPU_200429_A_09	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200710_QE1_PM1_ThS_POMPU_200429_A_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200710_QE1_PM1_ThS_POMPU_200429_A_10	200710_QE1_PM1_ThS_POMPU_200429_A_10	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200710_QE1_PM1_ThS_POMPU_200429_A_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200710_QE1_PM1_ThS_POMPU_200429_A_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200710_QE1_PM1_ThS_POMPU_200429_A_13	200710_QE1_PM1_ThS_POMPU_200429_A_13	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200710_QE1_PM1_ThS_POMPU_200429_A_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200710_QE1_PM1_ThS_POMPU_200429_A_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200710_QE1_PM1_ThS_POMPU_200429_A_14	200710_QE1_PM1_ThS_POMPU_200429_A_14	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200710_QE1_PM1_ThS_POMPU_200429_A_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200710_QE1_PM1_ThS_POMPU_200429_A_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200716_QE1_PM1_ThS_POMPU_200506_A_04	200716_QE1_PM1_ThS_POMPU_200506_A_04	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200716_QE1_PM1_ThS_POMPU_200506_A_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200716_QE1_PM1_ThS_POMPU_200506_A_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200728_QE1_PM1_ThS_POMPU_200429_B_01	200728_QE1_PM1_ThS_POMPU_200429_B_01	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200728_QE1_PM1_ThS_POMPU_200429_B_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200728_QE1_PM1_ThS_POMPU_200429_B_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200728_QE1_PM1_ThS_POMPU_200429_B_02	200728_QE1_PM1_ThS_POMPU_200429_B_02	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200728_QE1_PM1_ThS_POMPU_200429_B_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200728_QE1_PM1_ThS_POMPU_200429_B_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200728_QE1_PM1_ThS_POMPU_200429_B_03	200728_QE1_PM1_ThS_POMPU_200429_B_03	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200728_QE1_PM1_ThS_POMPU_200429_B_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200728_QE1_PM1_ThS_POMPU_200429_B_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200728_QE1_PM1_ThS_POMPU_200429_B_05	200728_QE1_PM1_ThS_POMPU_200429_B_05	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200728_QE1_PM1_ThS_POMPU_200429_B_05	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200728_QE1_PM1_ThS_POMPU_200429_B_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
200728_QE1_PM1_ThS_POMPU_200429_B_10	200728_QE1_PM1_ThS_POMPU_200429_B_10	Unclassified bacteria	sea water	not applicable	not available	Spring_phytoplankton_bloom_in_the_North_Sea_during_the_2020_spring_bloom_between_29th_April_and_11th_May_sampling_twice_a_day_for_5th_6th_and_7th_May_2020_at_7_AM_and_9_PM	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	200728_QE1_PM1_ThS_POMPU_200429_B_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200728_QE1_PM1_ThS_POMPU_200429_B_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
