source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[biological replicate]	material type	characteristics[strain or breed]	assay name	technology type	comment[sdrf version]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell type]
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 11	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr22-23-24_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr22-23-24_R1.raw	1	11	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 12	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_FrD_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_FrD_R1.raw	1	12	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 13	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_FrE-F_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_FrE-F_R1.raw	1	13	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 14	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr1_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr1_R2.raw	2	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 15	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr2-3_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr2-3_R2.raw	2	2	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 16	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr4-5_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr4-5_R2.raw	2	3	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 17	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr6-7_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr6-7_R2.raw	2	4	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 18	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr8-9_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr8-9_R2.raw	2	5	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 19	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr10-11_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr10-11_R2.raw	2	6	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 20	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr12-13_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr12-13_R2.raw	2	7	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 21	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr14-15_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr14-15_R2.raw	2	8	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 22	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr16-17-18_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr16-17-18_R2.raw	2	9	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 23	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr19-20-21_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr19-20-21_R2.raw	2	10	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 24	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_Fr22-23-24_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_Fr22-23-24_R2.raw	2	11	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 25	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_FrD_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_FrD_R2.raw	2	12	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-1	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 26	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-401_FrE-F_R2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-401_FrE-F_R2.raw	2	13	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-2	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 27	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-656_Fr1_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-656_Fr1_R1.raw	1	1	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-2	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 28	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-656_Fr2-3_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-656_Fr2-3_R1.raw	1	2	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-2	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 29	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-656_Fr4-5_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-656_Fr4-5_R1.raw	1	3	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-2	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 30	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-656_Fr6-7_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-656_Fr6-7_R1.raw	1	4	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
PXD008333-Sample-2	Homo sapiens	Spermatozoon	not available	not available	not available	not available	not available	not applicable	TEX101 wild-type	1	cell	not available	run 31	proteomic profiling by mass spectrometry	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=Data-Dependent Acquisition;AC=PRIDE:0000627	AC=MS:1002038;NT=label free sample	PI-656_Fr8-9_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/11/PXD008333/PI-656_Fr8-9_R1.raw	1	5	NT=Q Exactive Plus;AC=MS:1002634	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Any N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	AC=MS:1000422;NT=HCD	20 ppm	0.05 Da	TEX101 wild-type
