source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution1_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution1_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution2_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution2_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution3_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution3_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep1_Elution3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution1_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution1_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution2_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution2_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution3_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution3_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep2_Elution3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution1_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution1_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution2_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution2_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution2_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution3_01	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution3_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution3_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Mix_biorep3_Elution3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
20160412_10418008_ES803_ZD_JHmetaprot_Pamy_biorep2_Elution1_01	20160412_10418008_ES803_ZD_JHmetaprot_Pamy_biorep2_Elution1_01	soil metagenome	soil	not applicable	not available	Meta-Proteomics_profiling_of_a_four_species_biofilm	soil	soil	not available	not available	not available	not available	soil microbiome	1	20160412_10418008_ES803_ZD_JHmetaprot_Pamy_biorep2_Elution1_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20160412_10418008_ES803_ZD_JHmetaprot_Pamy_biorep2_Elution1_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
