source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20171012_AC_25_Control_F1	20171012_AC_25_Control_F1	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_Control_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_Control_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_Control_F2	20171012_AC_25_Control_F2	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_Control_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_Control_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_Control_F3	20171012_AC_25_Control_F3	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_Control_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_Control_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_Control_F4	20171012_AC_25_Control_F4	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_Control_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_Control_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_U_F1	20171012_AC_25_U_F1	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_U_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_U_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_U_F2	20171012_AC_25_U_F2	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_U_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_U_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_U_F3	20171012_AC_25_U_F3	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_U_F3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_U_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_25_U_F4	20171012_AC_25_U_F4	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_25_U_F4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_25_U_F4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_46_Control_F1	20171012_AC_46_Control_F1	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_46_Control_F1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_46_Control_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
20171012_AC_46_Control_F2	20171012_AC_46_Control_F2	metagenome	not available	not applicable	not available	Burkholderia_Proteomics_-_Proteogenomic_Analysis_of_Burkholderia_Species_Strains_25_and_46_Isolated_from_Uraniferous_Soils_Reveals_Multiple_Mechanisms_to_Cope_with_Uranium_Stress	not available	not available	not available	not available	not available	not available	1	20171012_AC_46_Control_F2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	1	1	20171012_AC_46_Control_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
