source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[ms min mz]	comment[ms max mz]	comment[elution conditions]
G_roeseli_ovary_rep1	gammarus roeselii	ovary	1	not available	tissue	adult	not available	Ro-D1_d15-1.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002311/Ro-D1_d15-1.RAW	v3.0.0	ms-proteomics v1.1.0	invertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	5 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	300m/z	1800m/z	90-min gradient from 5 to 60% solvent B (0.1% formic acid, 80% acetonitrile) at 0.3 uL/min
G_roeseli_ovary_rep2	gammarus roeselii	ovary	2	not available	tissue	adult	not available	Ro-D1_d15-2.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002311/Ro-D1_d15-2.RAW	v3.0.0	ms-proteomics v1.1.0	invertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	5 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	300m/z	1800m/z	90-min gradient from 5 to 60% solvent B (0.1% formic acid, 80% acetonitrile) at 0.3 uL/min
G_roeseli_ovary_rep3	gammarus roeselii	ovary	3	not available	tissue	adult	not available	Ro-D1_d15-3.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002311/Ro-D1_d15-3.RAW	v3.0.0	ms-proteomics v1.1.0	invertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	5 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	300m/z	1800m/z	90-min gradient from 5 to 60% solvent B (0.1% formic acid, 80% acetonitrile) at 0.3 uL/min
G_roeseli_ovary_rep4	gammarus roeselii	ovary	4	not available	tissue	adult	not available	Ro-D1_d15-4.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002311/Ro-D1_d15-4.RAW	v3.0.0	ms-proteomics v1.1.0	invertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	5 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	300m/z	1800m/z	90-min gradient from 5 to 60% solvent B (0.1% formic acid, 80% acetonitrile) at 0.3 uL/min
G_roeseli_ovary_rep5	gammarus roeselii	ovary	5	not available	tissue	adult	not available	Ro-D1_d15-5.RAW	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002311/Ro-D1_d15-5.RAW	v3.0.0	ms-proteomics v1.1.0	invertebrates v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap XL;AC=MS:1000556	NT=Trypsin;AC=MS:1001251	label free sample	1	5 ppm	0.5 Da	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	300m/z	1800m/z	90-min gradient from 5 to 60% solvent B (0.1% formic acid, 80% acetonitrile) at 0.3 uL/min
