source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cells per well]
U87-0cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	empty	microfluidics	0cell191115_2	0	1	run 0cell191115_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	0cell191115_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	0
U87-0cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	empty	microfluidics	0cell191115_3	0	2	run 0cell191115_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	0cell191115_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	0
U87-0cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	empty	microfluidics	0cell191115_5	0	3	run 0cell191115_5	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	0cell191115_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	0
U87-1cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	single cell	microfluidics	1cell191201_1	1	1	run 1cell191201_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	1cell191201_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	1
U87-1cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	single cell	microfluidics	1cell191201_2	1	2	run 1cell191201_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	1cell191201_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	1
U87-1cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	single cell	microfluidics	1cell191201_3	1	3	run 1cell191201_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	1cell191201_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	1
U87-5cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	pooled	microfluidics	5cell191115_1	5	1	run 5cell191115_1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	5cell191115_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	5
U87-5cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	pooled	microfluidics	5cell191115_2	5	2	run 5cell191115_2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	5cell191115_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	5
U87-5cell	Homo sapiens	brain	astrocyte	glioblastoma	U-87 MG	CVCL_0022	U-87MG ATCC	cell line	adult	not available	male	not available	U87_donor	pooled	microfluidics	5cell191115_3	5	3	run 5cell191115_3	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=PRIDE:0000590	27% NCE	not available	not available	1	1	5cell191115_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	manual curation	5
