source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
PXD054070-Sample-1	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-2	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-3	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-4	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-5	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-6	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-7	Schizosaccharomyces pombe	not available	not available	1	L2_210514_vyt_2071_IP_S7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210514_vyt_2071_IP_S7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-8	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-9	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-10	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-11	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-12	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-13	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-14	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-15	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-16	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-17	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-18	Schizosaccharomyces pombe	not available	not available	1	L2_210516_vyt_2071_IP_S9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210516_vyt_2071_IP_S9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-19	Schizosaccharomyces pombe	not available	not available	1	L2_210706_vyt__2091_IP_S1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210706_vyt__2091_IP_S1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-20	Schizosaccharomyces pombe	not available	not available	1	L2_210706_vyt__2091_IP_S10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210706_vyt__2091_IP_S10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-21	Schizosaccharomyces pombe	not available	not available	1	L2_210706_vyt__2091_IP_S11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210706_vyt__2091_IP_S11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD054070-Sample-22	Schizosaccharomyces pombe	not available	not available	1	L2_210706_vyt__2091_IP_S12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	1	1	L2_210706_vyt__2091_IP_S12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
