source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Escherichia coli_1	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod05_CH_Me_CH_CO2Me_2_16.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_2	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220812_psts_Ser_OH__01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_3	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220812_psts_B_OH_2_05.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_4	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220812_psts_wt_x10_11.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_5	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220812_psts_Tempo_x10_08_02.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_6	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod01_CysToAla_10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_7	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod03_SePh_12.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_8	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod06_CHOOEt_2_18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_9	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod_prec_06_x10.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_10	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod07_CHOPh_20.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_11	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod04_SeCys_14.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_12	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod08_Lys_22.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_13	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220813_psts_Sulfone_04.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_14	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220803_psts_mod10_NO_08_02.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_15	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220812_psts_allylic_SO2Ph_09.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Escherichia coli_16	Escherichia coli	not available	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LUMOS_NGL_NGL_220819_Psts_LysAc_29_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
