source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[biorepository]	characteristics[culture medium]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[ms1 scan range]
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	not available	female	fetal stage	HEK293T cell	CVCL_0063	HEK293T	not available	ATCC	Dulbecco's Modified Eagle Medium	14-312_HN1208_1.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD011126/14-312_HN1208_1.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=collision-induced dissociation;AC=MS:1000133	NT=Gel electrophoresis;AC=PRIDE:0000567	5 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	375m/z-1600m/z
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	not available	female	fetal stage	HEK293T cell	CVCL_0063	HEK293T	not available	ATCC	Dulbecco's Modified Eagle Medium	14-312_HN1208_2.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD011126/14-312_HN1208_2.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	2	NT=collision-induced dissociation;AC=MS:1000133	NT=Gel electrophoresis;AC=PRIDE:0000567	5 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	375m/z-1600m/z
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	not available	female	fetal stage	HEK293T cell	CVCL_0063	HEK293T	not available	ATCC	Dulbecco's Modified Eagle Medium	14-312_HN1208_3.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD011126/14-312_HN1208_3.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	3	NT=collision-induced dissociation;AC=MS:1000133	NT=Gel electrophoresis;AC=PRIDE:0000567	5 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	375m/z-1600m/z
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	not available	female	fetal stage	HEK293T cell	CVCL_0063	HEK293T	not available	ATCC	Dulbecco's Modified Eagle Medium	14-312_HN1208_4.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD011126/14-312_HN1208_4.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	4	NT=collision-induced dissociation;AC=MS:1000133	NT=Gel electrophoresis;AC=PRIDE:0000567	5 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	375m/z-1600m/z
sample_1	homo sapiens	kidney	epithelial cell	1	normal	cell line	not available	not available	female	fetal stage	HEK293T cell	CVCL_0063	HEK293T	not available	ATCC	Dulbecco's Modified Eagle Medium	14-312_HN1208_5.raw	proteomic profiling by mass spectrometry	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/09/PXD011126/14-312_HN1208_5.raw	v3.0.0	ms-proteomics v1.1.0	human v1.1.0	cell-lines v1.1.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Elite;AC=MS:1001910	NT=Trypsin;AC=MS:1001251	label free sample	5	NT=collision-induced dissociation;AC=MS:1000133	NT=Gel electrophoresis;AC=PRIDE:0000567	5 ppm	0.6 Da	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;MT=fixed;TA=C;PP=Anywhere	NT=Oxidation;AC=UNIMOD:35;MT=variable;TA=M;PP=Anywhere	375m/z-1600m/z
