source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_1_proteomics	proteomic profiling by mass spectrometry	1	E_20220110_MR_EFTu-ADr-15.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_2	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_2_proteomics	proteomic profiling by mass spectrometry	1	E_20220110_MR_EFTu-ADr-18.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_3	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_3_proteomics	proteomic profiling by mass spectrometry	1	20210910_QHF_MR_ColNm02_EF-Tu-GTP_Trypsin-01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_4	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_4_proteomics	proteomic profiling by mass spectrometry	1	20210910_QHF_MR_ColNm02_EF-Tu-GppNp_Trypsin-01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_5	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_5_proteomics	proteomic profiling by mass spectrometry	1	E_20220110_MR_EFTu-ADr-06.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_6	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_6_proteomics	proteomic profiling by mass spectrometry	1	EFtu-GTP-ADr-_ETD-HCD_.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	ETD, HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_7	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_7_proteomics	proteomic profiling by mass spectrometry	1	20210915_QHF_MR_ColNm02_EF-Tu-GppNp-Tox_Neprosin-01.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_8	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_8_proteomics	proteomic profiling by mass spectrometry	1	E_20220110_MR_EFTu-ADr-05.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_9	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_9_proteomics	proteomic profiling by mass spectrometry	1	EF-Tu-GTP.raw	v1.1.0	NT=data-independent acquisition;AC=PRIDE:0000450	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_10	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_10_proteomics	proteomic profiling by mass spectrometry	1	E_20220110_MR_EFTu-ADr-03.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=QExactive HF	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	HCD	5 ppm	0.01 Da	not available	NT=ms-proteomics;VV=v1.1.0
