source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Escherichia_coli_1	Escherichia coli	cell culture	Escherichia coli	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	DH5_LBT6_16_Rep1.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_2	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	M15_M9T8_8_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_3	Escherichia coli	cell culture	Escherichia coli	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	DH5_LBC5_16_Rep1.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_4	Escherichia coli	cell culture	Escherichia coli	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	M15_LBT2_8_Rep1.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_5	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	M15_LBT2_16_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_6	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	DH5_LBT6_8_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_7	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	DH5_LBT6_16_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_8	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	M15_M9C3_16_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_9	Escherichia coli	cell culture	Escherichia coli	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	M15_LBC1_16_Rep1.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
Escherichia_coli_10	Escherichia coli	cell culture	Escherichia coli	2	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	DH5_M9C7_16_Rep2.raw	v1.1.0	Data-dependent acquisition	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	10 ppm	0.6 Da	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
