source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[material type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fractionation method]	comment[ms min mz]	comment[ms max mz]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_HpH_F5_733	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	5	2	20191014D_DDA_SP733_Eye_HpH_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_HpH_F6_734	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	6	2	20191014D_DDA_SP734_Eye_HpH_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F1_653	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	20190801D_DDA_SP653_Eye_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F2_654	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	20190801D_DDA_SP654_Eye_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F3_655	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	3	3	20190801D_DDA_SP655_Eye_SCX_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F4_656	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	4	3	20190801D_DDA_SP656_Eye_SCX_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F5_657	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	5	3	20190801D_DDA_SP657_Eye_SCX_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_eye_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=eye;AC=UBERON:0000970	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_eye_library_SCX_F6_658	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	6	3	20190801D_DDA_SP658_Eye_SCX_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=eye;AC=UBERON:0000970
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_DES_F1_823	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	400m/z	1250m/z	not available	not available	1	1	20191202D_DDA_SP823_FoliFlu_DES.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F1_954	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	1	2	20200308D_DDA_SP954_FoliFlu_HpH_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F2_955	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	2	2	20200308D_DDA_SP955_FoliFlu_HpH_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F3_956	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	3	2	20200308D_DDA_SP956_FoliFlu_HpH_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F4_957	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	4	2	20200308D_DDA_SP957_FoliFlu_HpH_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F5_958	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	5	2	20200308D_DDA_SP958_FoliFlu_HpH_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_HpH_F6_959	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	6	2	20200308D_DDA_SP959_FoliFlu_HpH_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F1_1014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	202003017_DDA_1014_FoliFlu_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F2_1015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	202003017_DDA_1015_FoliFlu_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F3_1016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	3	3	202003017_DDA_1016_FoliFlu_SCX_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F4_1017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	4	3	202003017_DDA_1017_FoliFlu_SCX_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F5_1018	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	5	3	202003017_DDA_1018_FoliFlu_SCX_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_follicular_fluid_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=follicular fluid;AC=UBERON:0000038	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_follicular_fluid_library_SCX_F6_1019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	6	3	202003017_DDA_1019_FoliFlu_SCX_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=follicular fluid;AC=UBERON:0000038
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_DES_F1_391	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	not applicable	400m/z	1250m/z	not available	not available	1	1	20190416D_DDA_SP391_Heart_DES.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F1_703	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	1	2	20191012D_DDA_SP703_Heart_HpH_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F2_704	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	2	2	20191012D_DDA_SP704_Heart_HpH_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F3_705	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	3	2	20191012D_DDA_SP705_Heart_HpH_F3.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F4_706	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	4	2	20191012D_DDA_SP706_Heart_HpH_F4.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F5_707	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	5	2	20191012D_DDA_SP707_Heart_HpH_F5.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_HpH_F6_708	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	High-pH reversed-phase chromatography (hpHRP)	400m/z	1250m/z	not available	not available	6	2	20191012D_DDA_SP708_Heart_HpH_F6.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_SCX_F1_612	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	1	3	20190729D_DDA_SP612_Heart_SCX_F1.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
bovine_heart_library	NT=Bos taurus;AC=NCBITaxon:9913	NT=heart;AC=UBERON:0000948	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	tissue	1	bovine_heart_library_SCX_F2_613	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=TripleTOF 6600;AC=MS:1002533	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	strong cation exchange chromatography (SCX)	400m/z	1250m/z	not available	not available	2	3	20190729D_DDA_SP613_Heart_SCX_F2.wiff	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=heart;AC=UBERON:0000948
