source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
IL190312_508_300min	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL190312_508_300min	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL190312_508_300min.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL190312_508_300min.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL171212_711_5	arabidopsis thaliana	leaf	not applicable	Disease free	5	IL171212_711_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL171212_711_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL171212_711_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_597N_3	arabidopsis thaliana	leaf	not applicable	Disease free	3	IL160113_597N_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_597N_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_597N_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL110712_617N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL110712_617N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL110712_617N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL110712_617N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_596N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL160113_596N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_596N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_596N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL291112_639N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL291112_639N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL291112_639N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL291112_639N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL201112_584N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL201112_584N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL201112_584N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL201112_584N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_560N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_560N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_560N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_560N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL141112_627N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL141112_627N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL141112_627N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL141112_627N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL141112_579N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL141112_579N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL141112_579N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL141112_579N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL260712_700_2	arabidopsis thaliana	leaf	not applicable	Disease free	2	IL260712_700_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL260712_700_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL260712_700_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_516N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_516N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_516N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_516N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL141112_623N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL141112_623N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL141112_623N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL141112_623N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL171212_711_6	arabidopsis thaliana	leaf	not applicable	Disease free	6	IL171212_711_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL171212_711_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL171212_711_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL190312_664_2	arabidopsis thaliana	leaf	not applicable	Disease free	2	IL190312_664_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL190312_664_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL190312_664_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL201112_634N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL201112_634N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL201112_634N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL201112_634N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL260712_694	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL260712_694	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL260712_694.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL260712_694.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_514N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_514N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_514N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_514N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_646	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL160113_646	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_646.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_646.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL171212_712	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL171212_712	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL171212_712.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL171212_712.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL091112_562N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL091112_562N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL091112_562N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL091112_562N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL160113_601N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL160113_601N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL160113_601N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL160113_601N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL240113_654N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL240113_654N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL240113_654N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL240113_654N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL171212_710	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL171212_710	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL171212_710.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL171212_710.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
IL110712_622N	arabidopsis thaliana	leaf	not applicable	Disease free	1	IL110712_622N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	7 ppm	0.8 Da	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	IL110712_622N.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001252/IL110712_622N.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	leaf
