source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[sdrf template]
S.aureus_1	Staphylococcus aureus	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.aureusFraction_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
S.aureus_2	Staphylococcus aureus	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.aureusFraction_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
E.coli_1	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Fraction_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
S.aureus_3	Staphylococcus aureus	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.aureusFraction_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	2	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
E.coli_2	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Fraction_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
E.coli_3	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Fraction_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	3	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
E.coli_4	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Fraction_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	4	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
E.coli_5	Escherichia coli	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	Fraction_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
S.aureus_4	Staphylococcus aureus	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.aureusFraction_5.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	5	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
S.aureus_5	Staphylococcus aureus	not available	not available	1	not available	Proteomic profiling by mass spectrometry	proteomic profiling by mass spectrometry	1	S.aureusFraction_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion;AC=MS:1002416	NT=trypsin;AC=MS:1001251	NT=TMT6plex	1	NT=SPS-MS3	10 ppm	0.6 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Tmt6plex;AC=UNIMOD:737;TA=K;MT=Fixed;PP=Anywhere	NT=ms-proteomics;VV=v1.1.0
