source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
b_A_3_1_6ul_GC2_01_8178.dat	b_A_3_1_6ul_GC2_01_8178.dat	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	b_A_3_1_6ul_GC2_01_8178.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	b_A_3_1_6ul_GC2_01_8178.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_1_1_6ul_GB6_01_8174.d.7z	Bb_A_1_1_6ul_GB6_01_8174.d.7z	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_1_1_6ul_GB6_01_8174.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_1_1_6ul_GB6_01_8174.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_1_1_6ul_GB6_01_8174.dat	Bb_A_1_1_6ul_GB6_01_8174.dat	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_1_1_6ul_GB6_01_8174.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_1_1_6ul_GB6_01_8174.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_1_1_6ul_GB6_01_8174_5.1.201	Bb_A_1_1_6ul_GB6_01_8174_5.1.201	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_1_1_6ul_GB6_01_8174_5.1.201	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_1_1_6ul_GB6_01_8174_5.1.201.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_2_1_6ul_GB8_01_8176.d.7z	Bb_A_2_1_6ul_GB8_01_8176.d.7z	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_2_1_6ul_GB8_01_8176.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_2_1_6ul_GB8_01_8176.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_2_1_6ul_GB8_01_8176.dat	Bb_A_2_1_6ul_GB8_01_8176.dat	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_2_1_6ul_GB8_01_8176.dat	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_2_1_6ul_GB8_01_8176.dat	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_2_1_6ul_GB8_01_8176_5.1.201	Bb_A_2_1_6ul_GB8_01_8176_5.1.201	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_2_1_6ul_GB8_01_8176_5.1.201	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_2_1_6ul_GB8_01_8176_5.1.201.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_3_1_6ul_GC2_01_8178.d.7z	Bb_A_3_1_6ul_GC2_01_8178.d.7z	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_3_1_6ul_GC2_01_8178.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_3_1_6ul_GC2_01_8178.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
Bb_A_3_1_6ul_GC2_01_8178_5.1.201	Bb_A_3_1_6ul_GC2_01_8178_5.1.201	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	Bb_A_3_1_6ul_GC2_01_8178_5.1.201	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	Bb_A_3_1_6ul_GC2_01_8178_5.1.201.mgf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
E_A_3_1_6ul_GC1_01_8177.d.7z	E_A_3_1_6ul_GC1_01_8177.d.7z	Escherichia phage lambda	not available	not applicable	not available	Detection_isolation_and_characterization_of_phage-host_complexes_using_BONCAT_and_click_chemistry	not available	not available	not available	not available	not available	not available	1	E_A_3_1_6ul_GC1_01_8177.d.7z	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Bruker Daltonics timsTOF series;AC=MS:1003123	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	E_A_3_1_6ul_GC1_01_8177.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
