source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Acet-SS-eGFP_sample338	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-SS-eGFP_sample338	proteomic profiling by mass spectrometry	1	Acet-SS-eGFP_sample338.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-MS-eGFP_sample317	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-MS-eGFP_sample317	proteomic profiling by mass spectrometry	1	Acet-MS-eGFP_sample317.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-TS-eGFP_sample339	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-TS-eGFP_sample339	proteomic profiling by mass spectrometry	1	Acet-TS-eGFP_sample339.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-GS-eGFP_sample958	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-GS-eGFP_sample958	proteomic profiling by mass spectrometry	1	Acet-GS-eGFP_sample958.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-eGFP-M_sample8_A	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-eGFP-M_sample8_A	proteomic profiling by mass spectrometry	1	Acet-eGFP-M_sample8_A.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-AS-eGFP_sample1026	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-AS-eGFP_sample1026	proteomic profiling by mass spectrometry	1	Acet-AS-eGFP_sample1026.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-eGFP-M_sample5_A	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-eGFP-M_sample5_A	proteomic profiling by mass spectrometry	1	Acet-eGFP-M_sample5_A.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Acet-eGFP-M_sample1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-eGFP-M_sample1	proteomic profiling by mass spectrometry	1	Acet-eGFP-M_sample1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
eGFP_HEK293	Homo sapiens	not available	HEK293	1	not available	not available	not available	not available	not available	eGFP_HEK293	proteomic profiling by mass spectrometry	1	eGFP_HEK293.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=ms-proteomics;VV=v1.1.0
Acet-VS-eGFP_sample1042	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Acet-VS-eGFP_sample1042	proteomic profiling by mass spectrometry	1	Acet-VS-eGFP_sample1042.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive hf;AC=MS:1002523	NT=chymotrypsin;AC=MS:1001306	NT=label free sample;AC=MS:1002038	1	NT=higher energy collisional dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
