source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
HeLa_1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	HeLa_1	proteomic profiling by mass spectrometry	1	OR11_20160126_CMP_Ecoli_IMAC_1mg_80pc.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_2	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_2	proteomic profiling by mass spectrometry	1	OR13_20160528_HeLa_1mg_IMAC_80pc_4.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_3	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_3	proteomic profiling by mass spectrometry	1	OR14_A3_20170323_CMP_HeLa_imac_R6.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_4	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_4	proteomic profiling by mass spectrometry	1	OR13_20160528_HeLa_1mg_IMAC_80pc_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_5	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_5	proteomic profiling by mass spectrometry	1	OR13_20160528_Hela_1mg_IMAC_80pc_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_6	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_6	proteomic profiling by mass spectrometry	1	OR14_A3_20170321_CMP_HeLa_IMAC_R2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HeLa_7	Homo sapiens	not available	HeLa	1	not available	not available	not available	not available	not available	HeLa_7	proteomic profiling by mass spectrometry	1	OR14_A3_20170321_CMP_HeLa_IMAC_R1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HEK_1	Homo sapiens	not available	HEK293	1	not available	not available	not available	not available	not available	HEK_1	proteomic profiling by mass spectrometry	1	OR13_20160528_HEK293_1mg_IMAC_80pc_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HEK_2	Homo sapiens	not available	HEK293	1	not available	not available	not available	not available	not available	HEK_2	proteomic profiling by mass spectrometry	1	OR13_20160528_HEK293_1mg_IMAC_80pc_3.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
HEK_3	Homo sapiens	not available	HEK293	1	not available	not available	not available	not available	not available	HEK_3	proteomic profiling by mass spectrometry	1	OR13_20160527_HEK293_1mg_IMAC_80pc_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=q exactive;AC=MS:1001911	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=ms-proteomics;VV=v1.1.0
