source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
UntreatedBio6_100ng_long_1	Klebsiella pneumoniae	not available	1	UntreatedBio6_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	UntreatedBio6_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UntreatedBio5_100ng_long_2	Klebsiella pneumoniae	not available	1	UntreatedBio5_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	UntreatedBio5_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
DCBio6_100ng_long_1	Klebsiella pneumoniae	not available	1	DCBio6_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	DCBio6_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio2_100ng_long_2	Klebsiella pneumoniae	not available	1	SMDCBio2_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio2_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
DCBio5_100ng_long_2	Klebsiella pneumoniae	not available	1	DCBio5_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	DCBio5_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio2_100ng_long_1	Klebsiella pneumoniae	not available	1	SMDCBio2_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio2_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMBio5_100ng_long_1	Klebsiella pneumoniae	not available	1	SMBio5_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMBio5_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio3_100ng_long_2	Klebsiella pneumoniae	not available	1	SMDCBio3_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio3_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UntreatedBio5_100ng_long_1	Klebsiella pneumoniae	not available	1	UntreatedBio5_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	UntreatedBio5_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio3_100ng_long_1	Klebsiella pneumoniae	not available	1	SMDCBio3_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio3_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio1_100ng_long_2	Klebsiella pneumoniae	not available	1	SMDCBio1_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio1_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMBio6_100ng_long_1	Klebsiella pneumoniae	not available	1	SMBio6_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMBio6_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
DCBio6_100ng_long_2	Klebsiella pneumoniae	not available	1	DCBio6_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	DCBio6_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMDCBio1_100ng_long_1	Klebsiella pneumoniae	not available	1	SMDCBio1_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMDCBio1_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMBio6_100ng_long_2	Klebsiella pneumoniae	not available	1	SMBio6_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMBio6_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
DCBio5_100ng_long_1	Klebsiella pneumoniae	not available	1	DCBio5_100ng_long_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	DCBio5_100ng_long_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
UntreatedBio6_100ng_long_2	Klebsiella pneumoniae	not available	1	UntreatedBio6_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	UntreatedBio6_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
SMBio5_100ng_long_2	Klebsiella pneumoniae	not available	1	SMBio5_100ng_long_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	SMBio5_100ng_long_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
