id	group	label	reason	organism_taxname	pmid	doi	n_raw_files	n_sdrf_rows	instrument	quantification	experiment_types	title
PXD027705	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	35587358	not available	137		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Regulated biogenesis and targeting of monotopic squalene monooxygenase requires the GET pathway
PXD027953	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	35609787	not available	47		Orbitrap Fusion Lumos	SILAC	SRM/MRM;Shotgun proteomics;Chemical cross-linking coupled with mass spectrometry proteomics;Gel-based experiment	Novel roles for ribosomal histidine methylation revealed by proteomics and large-scale cross-linking mass spectrometry
PXD028002	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	104		Orbitrap Fusion Lumos;Q Exactive HF-X;Orbitrap Fusion;Q Exactive HF	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Mapping protein interactions in the active TOM-TIM23 supercomplex
PXD028005	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	34688652	not available	8		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Conformation of the AP-3 complex explains its role in cargo recruitment at the Golgi
PXD028008	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD028008	24		LTQ Orbitrap Velos	label free sample	Affinity purification coupled with mass spectrometry proteomics	Evaluation of affinity purified RNA-protein complexes related with NMD
PXD028028	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34965436	not available	508		Q Exactive HF	SILAC	Shotgun proteomics	Phosphoproteomic Responses of Distal TORC1 Target Kinases Reveal Discrete and Convergent Mechanisms that Orchestrate the Quiescence Program in Yeast
PXD028308	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	AP-MS of replisomes from S. cerevisiae in S phase and after unscheduled G1 replication
PXD028358	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Fusion	SILAC	Shotgun proteomics	Proteotoxicity caused by perturbed protein complexes underlies hybrid incompatibility
PXD028579	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Orbitrap Exploris 480;timsTOF Pro	not available	Shotgun proteomics	Cryo-EM structures of Gid12-bound GID E3 reveal steric blockade as a mechanism inhibiting substrate ubiquitylation
PXD028879	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	34769086	not available	57		Q Exactive HF	not available	Gel-based experiment;Affinity purification coupled with mass spectrometry proteomics	Split-TurboID with Bre5 and Rps2 in Saccharomyces cerevisiae
PXD028934	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	11		impact II	SILAC	Shotgun proteomics	Analysis of newly synthesized proteins more sensitive to Proteinase K using pulse SILAC and control sample for pulse SILAC experiment in which yeast cells were heat shock for 15 mi
PXD029047	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		TripleTOF 5600;LTQ Orbitrap;timsTOF Pro	not available	Shotgun proteomics	Multilayered Regulation of Autophagy by the Atg1 Kinase Orchestrates Spatial and Temporal Control of Autophagosome Formation
PXD029088	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	161		Orbitrap Fusion Lumos;Q Exactive	SILAC	Shotgun proteomics;Gel-based experiment	Phosphorylation of methyltransferase Set2p and demethylase Jhd1p and its association with histone H3K36 methylation and stress response pathways in Saccharomyces cerevisiae
PXD029363	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	36326816	10.6019/PXD029363	27		Orbitrap Fusion Lumos	MS1 intensity based label-free quantification method	Shotgun proteomics	Genome-wide base editor screen identifies regulators of protein abundance in yeast
PXD029402	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	35149681	not available	75		Synapt MS	not available	HDMSE	Allosteric control of Ubp6 and the proteasome via a bidirectional switch
PXD029458	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34918453	not available	24		Orbitrap Eclipse	TMT	Shotgun proteomics	Assessing Interference in Isobaric Tag-based Sample Multiplexing using an 18-plex Interference Standard
PXD029460	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	35322093	not available	10		4800 Proteomics Analyzer	iTRAQ	Top-down proteomics;Gel-based experiment	Altered proteome in translationinitiation fidelity defective eIF5G31R mutant causes oxidative stress and DNA damage
PXD029577	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	36192133	10.6019/PXD029577	88		Orbitrap Fusion Lumos;Q Exactive HF	not available	Affinity purification coupled with mass spectrometry proteomics	Ribosome-bound Upf1 forms distinct 80S complexes and conducts mRNA surveillance
PXD029840	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	36411341	not available	25		Q Exactive HF	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Structure of transcription preinitiation complex engaged with the +1 nucleosome
PXD029959	S. cerevisiae	skip	acquisition mode not stated or mixed across runs	Saccharomyces cerevisiae (baker's yeast)	35482514	10.6019/PXD029959	72		Orbitrap Fusion Lumos	TIC	SRM/MRM;Shotgun proteomics	Differential scaling between G1 protein production and cell size dynamics promotes commitment to the cell division cycle in budding yeast
PXD030003	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	35145105	not available	67		LTQ Orbitrap Velos	not available	Shotgun proteomics	Whole-cell modeling in yeast predicts compartment-specific proteome constraints that drive metabolic strategies
PXD030105	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	36302925	not available	184		LTQ Orbitrap	Spectrum counting	Top-down proteomics;Gel-based experiment	Proteomic consequences of TDA1 deficiency in Saccharomyces cerevisiae —  Protein kinase Tda1 is essential for Hxk1 and Hxk2 serine 15 phosphorylation
PXD030106	S. cerevisiae	skip	instrument not resolvable per run	Saccharomyces cerevisiae (baker's yeast)	36018804	not available	12		LTQ Orbitrap Velos;maXis	not available	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	Rbp95 binds 25S rRNA helix H95 and cooperates with the Npa1 complex during early pre-60S particle maturation
PXD030111	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	35508267	not available	20		Orbitrap Fusion Lumos	TMT	Shotgun proteomics	Suppressors of amyloid-beta toxicity improve recombinant protein production by reducing oxidative stress and tunning cellular metabolism
PXD030372	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	34969852	not available	270		Q Exactive Plus	TMT;SILAC	Shotgun proteomics	Sod1 Integrates Oxygen Availability to Redox Regulate NADPH Production and the Thiol Redoxome
PXD030405	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD030405	95		LTQ Orbitrap Velos	SILAC	Shotgun proteomics;Gel-based experiment	Proteomic characterization of Hsp78-interacting proteins highlights chaperone role during protein aggregation in mitochondria under heat stress - Part A Protein Interactions
PXD030436	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	10.6019/PXD030436	45		LTQ Orbitrap Velos	SILAC	Shotgun proteomics;Gel-based experiment	Proteomic characterization of Hsp78-interacting proteins highlights chaperone role during protein aggregation in mitochondria under heat stress - Part B Aggregation
PXD030563	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	35505047	not available	1		6520A Quadrupole Time-of-Flight LC/MS	not available	RNA mass spectrometry	Pytheas S. cerevisiae 18S rRNA sample analysis
PXD030702	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	20		TripleTOF 6600	not available	SWATH MS	Differential gene expression of yeast colonies in response to lysine
PXD030844	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	35505047	not available	1		6520A Quadrupole Time-of-Flight LC/MS	not available	RNA mass spectrometry	Pytheas S. cerevisiae tRNA sample analysis
PXD031033	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	6		Orbitrap Fusion Lumos	not available	Chemical cross-linking coupled with mass spectrometry proteomics	Cross-linking MS of S. cerevisiae ORC bound to DNA and Cdc6
PXD031215	S. cerevisiae	skip	experiment type outside the ms-proteomics template	Saccharomyces cerevisiae (baker's yeast)	not available	not available	28		Orbitrap Fusion	not available	Chemical cross-linking coupled with mass spectrometry proteomics	26S proteasome crosslinking mass spectrometry data for mi-filter
PXD031330	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	35277487	not available	1		LTQ Orbitrap Elite	iTRAQ	Shotgun proteomics	YCf1 Phosphorylation status detection using mass spect
PXD031412	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive Plus	TMT	Shotgun proteomics	Proteome dynamics during transition from exponential to stationary phase in yeast
PXD031573	S. cerevisiae	skip	no usable raw files	Saccharomyces cerevisiae (baker's yeast)	37106019	not available	10		Q Exactive HF	not available	Affinity purification coupled with mass spectrometry proteomics	A universal and cost-effective method for general and specific RNA-protein complex isolation_18S rRNP capture
PXD031792	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	35768507	not available	24		Orbitrap Fusion Lumos	not available	Shotgun proteomics	1 Structure of the peroxisomal retro-translocon formed by a heterotrimeric ubiquitin ligase 2 complex
PXD031940	S. cerevisiae	skip	no usable raw files	Saccharomyces cerevisiae (baker's yeast)	37968396	not available	45		timsTOF Pro	not available	Shotgun proteomics;Affinity purification coupled with mass spectrometry proteomics	The social and structural architecture of the yeast protein interactome
PXD031962	S. cerevisiae	skip	no cleavage agent stated	Saccharomyces cerevisiae (baker's yeast)	not available	not available	272		Synapt MS	not available	HDMSE	Hydrogen-deuterium exchange mass spectrometry of wt Mtr4 with various RNA substrates
PXD031967	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	41206398	not available	34		Orbitrap Fusion	not available	Shotgun proteomics	Stable Isotope Labelling with Amino Acids in Cell Culture –  Size Exclusion Chromatography – Mass Spectrometry
PXD031984	S. cerevisiae	skip	labelled quantification - no public channel-to-sample key	Saccharomyces cerevisiae (baker's yeast)	36701236	not available	16		Q Exactive HF	MS1 intensity based label-free quantification method	Shotgun proteomics	Single-copy locus isolation identifies distinct proteomes of early- and late-firing DNA replication origin chromatin
PXD032024	S. cerevisiae	skip	labelled quantification stated in the record	Saccharomyces cerevisiae (baker's yeast)	not available	not available	18		Q Exactive	Data-independent acquisition	SWATH MS	An Amphipathic Helix in Brl1 is Required for Nuclear Pore Complex Biogenesis in S. cerevisiae - KARMA analysis of Nup170 with/without Brl1 degradation (DIA)
PXD032034	S. cerevisiae	skip	labelling stated in the sample-processing protocol	Saccharomyces cerevisiae (baker's yeast)	not available	not available	0		Q Exactive	Data-independent acquisition	SWATH MS	An Amphipathic Helix in Brl1 is Required for Nuclear Pore Complex Biogenesis in S. cerevisiae - Lysate intermixing text (DIA)
