source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20230829_MS128_APO_OalgTipvTrunk_C2_22.msf	20230829_MS128_APO_OalgTipvTrunk_C2_22.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_C2_22.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_C2_22.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_C2_22	20230829_MS128_APO_OalgTipvTrunk_C2_22	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_C2_22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_C2_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_D1_28.msf	20230829_MS128_APO_OalgTipvTrunk_D1_28.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_D1_28.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_D1_28.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_D1_28	20230829_MS128_APO_OalgTipvTrunk_D1_28	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_D1_28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_D1_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_D2_06.msf	20230829_MS128_APO_OalgTipvTrunk_D2_06.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_D2_06.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_D2_06.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_D2_06	20230829_MS128_APO_OalgTipvTrunk_D2_06	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_D2_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_D2_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_E1_44.msf	20230829_MS128_APO_OalgTipvTrunk_E1_44.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_E1_44.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_E1_44.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_E1_44	20230829_MS128_APO_OalgTipvTrunk_E1_44	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_E1_44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_E1_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_E2_14.msf	20230829_MS128_APO_OalgTipvTrunk_E2_14.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_E2_14.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_E2_14.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_E2_14	20230829_MS128_APO_OalgTipvTrunk_E2_14	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_E2_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_E2_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_F1_20.msf	20230829_MS128_APO_OalgTipvTrunk_F1_20.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_F1_20.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_F1_20.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_F1_20	20230829_MS128_APO_OalgTipvTrunk_F1_20	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_F1_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_F1_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
20230829_MS128_APO_OalgTipvTrunk_F2_38.msf	20230829_MS128_APO_OalgTipvTrunk_F2_38.msf	marine metagenome	sea water	not applicable	not available	Characterization_of_an_animal_polyhydroxyalkanoate_depolymerase_that_degrades_microbial_PHAs	sea water	sea water	not available	not available	not available	not available	marine microbiome	1	20230829_MS128_APO_OalgTipvTrunk_F2_38.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=NQ;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20230829_MS128_APO_OalgTipvTrunk_F2_38.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	sea water
