source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
PXD032667-Sample-21	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A14_SCX1_C37831_RL14_1_551	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A14_SCX1_C37831_RL14_1_551.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-22	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A14_SCX2_C37832_RL15_1_552	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A14_SCX2_C37832_RL15_1_552.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-23	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A14_SCX3_C37833_RL16_1_553	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A14_SCX3_C37833_RL16_1_553.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-24	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A14_SCX4_C37834_RL17_1_554	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A14_SCX4_C37834_RL17_1_554.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-25	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A14_SCX5_C37835_RL18_1_555	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A14_SCX5_C37835_RL18_1_555.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-26	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A15_SCX1_C37843_RM2_1_565	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A15_SCX1_C37843_RM2_1_565.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-27	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A15_SCX2_C37844_RM3_1_566	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A15_SCX2_C37844_RM3_1_566.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-28	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A15_SCX3_C37845_RM4_1_567	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A15_SCX3_C37845_RM4_1_567.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-29	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A15_SCX4_C37846_RM5_1_568	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A15_SCX4_C37846_RM5_1_568.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-30	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A15_SCX5_C37847_RM6_1_569	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A15_SCX5_C37847_RM6_1_569.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-31	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A1_SCX1_C37675_RF2_1_420	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A1_SCX1_C37675_RF2_1_420.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-32	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A1_SCX2_C37676_RF3_1_421	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A1_SCX2_C37676_RF3_1_421.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-33	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A1_SCX3_C37677_RF4_1_422	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A1_SCX3_C37677_RF4_1_422.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-34	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A1_SCX4_C37678_RF5_1_423	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A1_SCX4_C37678_RF5_1_423.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-35	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A1_SCX5_C37679_RF6_1_424	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A1_SCX5_C37679_RF6_1_424.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-36	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A2_SCX1_C37687_RF14_1_434	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A2_SCX1_C37687_RF14_1_434.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-37	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A2_SCX2_C37688_RF15_1_435	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A2_SCX2_C37688_RF15_1_435.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-38	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A2_SCX3_C37689_RF16_1_436	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A2_SCX3_C37689_RF16_1_436.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-39	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A2_SCX4_C37690_RF17_1_437	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A2_SCX4_C37690_RF17_1_437.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-40	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A2_SCX5_C37691_RF18_1_438	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A2_SCX5_C37691_RF18_1_438.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-41	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A3_SCX1_C37699_RG2_1_448	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A3_SCX1_C37699_RG2_1_448.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-42	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A3_SCX2_C37700_RG3_1_449	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A3_SCX2_C37700_RG3_1_449.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-43	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A3_SCX3_C37701_RG4_1_450	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A3_SCX3_C37701_RG4_1_450.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-44	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A3_SCX4_C37702_RG5_1_451	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A3_SCX4_C37702_RG5_1_451.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
