source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[disease]
PXD032667-Sample-1	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A10_SCX1_A37783_RJ14_1_1097	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A10_SCX1_A37783_RJ14_1_1097.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-2	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A10_SCX2_A37784_RJ15_1_1098	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A10_SCX2_A37784_RJ15_1_1098.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-3	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A10_SCX3_A37785_RJ16_1_1099	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A10_SCX3_A37785_RJ16_1_1099.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-4	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A10_SCX4_A37786_RJ17_1_1100	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A10_SCX4_A37786_RJ17_1_1100.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-5	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A10_SCX5_A37787_RJ18_1_1101	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A10_SCX5_A37787_RJ18_1_1101.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-6	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A11_SCX1_A37795_RK2_1_1111	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A11_SCX1_A37795_RK2_1_1111.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-7	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A11_SCX2_A37796_RK3_1_1112	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A11_SCX2_A37796_RK3_1_1112.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-8	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A11_SCX3_A37797_RK4_1_1113	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A11_SCX3_A37797_RK4_1_1113.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-9	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A11_SCX4_A37798_RK5_1_1114	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A11_SCX4_A37798_RK5_1_1114.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-10	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A11_SCX5_A37799_RK6_1_1115	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A11_SCX5_A37799_RK6_1_1115.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-11	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A12_SCX1_A37807_RK14_1_1141	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A12_SCX1_A37807_RK14_1_1141.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-12	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A12_SCX2_A37808_RK15_1_1142	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A12_SCX2_A37808_RK15_1_1142.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-13	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A12_SCX3_A37809_RK16_1_1143	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A12_SCX3_A37809_RK16_1_1143.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-14	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A12_SCX4_A37810_RK17_1_1144	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A12_SCX4_A37810_RK17_1_1144.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-15	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A12_SCX5_A37811_RK18_1_1145	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A12_SCX5_A37811_RK18_1_1145.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-16	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A13_SCX1_A37819_RL2_1_1155	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A13_SCX1_A37819_RL2_1_1155.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-17	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A13_SCX2_A37820_RL3_1_1156	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A13_SCX2_A37820_RL3_1_1156.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-18	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A13_SCX3_A37821_RL4_1_1157	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A13_SCX3_A37821_RL4_1_1157.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-19	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A13_SCX4_A37822_RL5_1_1158	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A13_SCX4_A37822_RL5_1_1158.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
PXD032667-Sample-20	Mus musculus	heart	heart failure	1	BeTA200810_TAKOTSUBO_A13_SCX5_A37823_RL6_1_1159	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	BeTA200810_TAKOTSUBO_A13_SCX5_A37823_RL6_1_1159.d.7z	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0	heart failure
