source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
RO-CS-LE_210506_SripathiS_SS_DIA_1	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_2	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_2	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_3	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_3	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_4	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_4	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_5	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_5	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_6	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_6	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_7	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_7	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_8	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_8	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-CS-LE_210506_SripathiS_SS_DIA_9	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-CS-LE_210506_SripathiS_SS_DIA_9	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-CS-LE_210506_SripathiS_SS_DIA_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
RO-QC-160121_ZackD_SS_Set_01_Fraction_1	Homo sapiens	Embryonic stem cell	FILL:disease	FILL:biological replicate	RO-QC-160121_ZackD_SS_Set_01_Fraction_1	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002732	FILL:cleavage agent details	1	1	RO-QC-160121_ZackD_SS_Set_01_Fraction_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
