source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_23	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_23.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_24	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_24.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_25	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_25.raw	1	25	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_26	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_26.raw	1	26	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_27	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_27.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_27.raw	1	27	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_28	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_28.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_28.raw	1	28	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_29	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_29.raw	1	29	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_30	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_30.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_30.raw	1	30	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_31	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_31.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_31.raw	1	31	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_32	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_32.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_32.raw	1	32	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
