source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[enrichment strategy]
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_33	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_33.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_33.raw	1	33	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_34	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_34.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_34.raw	1	34	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_35	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_35.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_35.raw	1	35	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_36	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_36.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_36.raw	1	36	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_37	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_37.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_37.raw	1	37	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_38	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_38.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_38.raw	1	38	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_39	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_39.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_39.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_40	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_40.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_40.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_41_42	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_41_42.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_41_42.raw	1	41_42	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_43_44	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_43_44.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_43_44.raw	1	43_44	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_45_46	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_45_46.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_45_46.raw	1	45_46	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_47_48_49	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_47_48_49.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_47_48_49.raw	1	47_48_49	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_50_51_52	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_50_51_52.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_50_51_52.raw	1	50_51_52	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
PXD018771-Sample-1	Homo sapiens	cell suspension culture	K-562 cell	chronic myelogenous leukemia	not available	not available	1	cell	not available	strong cation exchange chromatography	26.4 Å	not available	not available	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_53_54_55_56	proteomic profiling by mass spectrometry	HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_53_54_55_56.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/08/PXD018771/HaiyuanYu10378672_DSSO_XL_MS2-PD-MS3_Fr_53_54_55_56.raw	1	53_54_55_56	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not available	strong cation exchange chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	strong cation exchange chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	SCX
