source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
PXD059985-Sample-1	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16D1_2-7uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16D1_2-7uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-2	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16D2_3-2uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16D2_3-2uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-3	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16D3_2-3uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16D3_2-3uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-4	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16D4_2-4uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16D4_2-4uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-5	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16P1_2uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16P1_2uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-6	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16P2_2uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16P2_2uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-7	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16P3_2-1uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16P3_2-1uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
PXD059985-Sample-8	Homo sapiens	not available	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	not available	1	PLK175_OE480_230801_U-Padova-IT_AC16P4_2-4uL_DIA-FAIMS_120M_90G	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	1	1	PLK175_OE480_230801_U-Padova-IT_AC16P4_2-4uL_DIA-FAIMS_120M_90G.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v2.0.0
