source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[crosslink strategy]	factor value[sample group]
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF19	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF19.raw	1	F19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF2	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF2.raw	1	F2	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF20	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF20.raw	1	F20	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF21	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF21.raw	1	F21	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF22	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF22.raw	1	F22	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF23	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF23.raw	1	F23	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF24	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF24.raw	1	F24	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF3	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF3.raw	1	F3	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF4	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF4.raw	1	F4	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF5	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF5.raw	1	F5	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF6	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF6.raw	1	F6	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF7	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF7.raw	1	F7	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF8	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF8.raw	1	F8	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
