source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[crosslink strategy]	factor value[sample group]
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF1	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF1.raw	1	F1	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF10	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF10.raw	1	F10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF11	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF11.raw	1	F11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF12	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF12.raw	1	F12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF13	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF13.raw	1	F13	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF14	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF14.raw	1	F14	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF15	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF15.raw	1	F15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF16	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF16.raw	1	F16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF17	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF17.raw	1	F17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
HEK293 organellar fraction CPF DSSO crosslinked	Homo sapiens	not available	HEK293	not applicable	1	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	not available	not available	20181108_Fusion_JL_exp1_CPF18	proteomic profiling by mass spectrometry	20181108_Fusion_JL_exp1_CPF18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/04/PXD035844/20181108_Fusion_JL_exp1_CPF18.raw	1	F18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Fusion ETD;AC=MS:1002417	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not available	not available	not available	not available	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	NT=DSSO;AC=XLMOD:02010;CL=yes;TA=K,S,T,Y,nterm;MH=54.01;ML=85.98	size exclusion chromatography and high pH reverse phase chromatography	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	DSSO	CPF
