source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[growth condition]	characteristics[treatment]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[reduction reagent]	comment[alkylation reagent]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
His-SUMO_IP_1	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	His-SUMO control co-IP	tissue	negative control	pooled	1	immunoprecipitation	hf2022041806	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041806.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	His-SUMO control co-IP
His-SUMO_IP_2	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	His-SUMO control co-IP	tissue	negative control	pooled	2	immunoprecipitation	hf2022041809	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041809.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	His-SUMO control co-IP
BdRFS-dN45_IP_1	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	His-SUMO-BdRFS-dN45 co-IP	tissue	study sample	pooled	1	immunoprecipitation	hf2022041812	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041812.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	His-SUMO-BdRFS-dN45 co-IP
BdRFS-dN45_IP_2	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	His-SUMO-BdRFS-dN45 co-IP	tissue	study sample	pooled	2	immunoprecipitation	hf2022041815	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041815.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	His-SUMO-BdRFS-dN45 co-IP
leaf_input_1	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	input lysate	tissue	study sample	pooled	1	not applicable	hf2022041818	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041818.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	input lysate
leaf_input_2	Brachypodium distachyon	leaf	not applicable	normal	not available	BD21-3	greenhouse 24 C, long day (16 h light/8 h dark)	input lysate	tissue	study sample	pooled	2	not applicable	hf2022041821	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin/P;AC=MS:1001313	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	4.5 ppm	not available	NT=orbitrap;AC=MS:1000484	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=SDS PAGE;AC=PRIDE:0000568	1	1	hf2022041821.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=plants;VV=v1.1.0	manual curation	input lysate
