source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PXD001585-Sample-1	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-2	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-3	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-4	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-5	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-6	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-7	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-8	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_Control-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_Control-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-9	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-10	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-11	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-12	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-13	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-14	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-15	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-16	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE5-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE5-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-17	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-18	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-19	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-02_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-02_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-20	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-02_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-02_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-21	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-03_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-03_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-22	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-03_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-03_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-23	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-04_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-04_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-24	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141002_NRVM_PDE9-04_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141002_NRVM_PDE9-04_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-25	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-01_TiO2_run1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-01_TiO2_run1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
PXD001585-Sample-26	Rattus norvegicus	heart	fetal cardiomyocyte	not available	1	RH_141110_NRVM_L-NAME_Control-01_TiO2_run2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	1	RH_141110_NRVM_L-NAME_Control-01_TiO2_run2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	heart
