source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[FILL]
Hela1ug_QC_Middle_DDA_150202_04	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150202_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150202_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DDA_150207_01	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150207_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150207_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DDA_150207_02	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150207_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150207_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DDA_150226_01_150227005127	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150226_01_150227005127	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150226_01_150227005127.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DDA_150226_02_150227032618	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150226_02_150227032618	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150226_02_150227032618.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DDA_150226_03_150227060105	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DDA_150226_03_150227060105	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DDA_150226_03_150227060105.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DIA_10Da_150226_01	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DIA_10Da_150226_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DIA_10Da_150226_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DIA_10Da_150226_02	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DIA_10Da_150226_02	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DIA_10Da_150226_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DIA_10Da_150226_03	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DIA_10Da_150226_03	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DIA_10Da_150226_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
Hela1ug_QC_Middle_DIA_15Da_150226_01	Homo sapiens	Cell culture	FILL:disease	FILL:biological replicate	Hela1ug_QC_Middle_DIA_15Da_150226_01	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive;AC=MS:1001911	FILL:cleavage agent details	1	1	Hela1ug_QC_Middle_DIA_15Da_150226_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skeleton-gen;VV=v1.0.0	FILL:factor value
