source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
SH_SBI_TC_07_R1_18May11_Doc_11-04-06	SH_SBI_TC_07_R1_18May11_Doc_11-04-06	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_07_R1_18May11_Doc_11-04-06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_07_R1_18May11_Doc_11-04-06.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_07_R2_26May11_Doc_11-02-10	SH_SBI_TC_07_R2_26May11_Doc_11-02-10	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_07_R2_26May11_Doc_11-02-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_07_R2_26May11_Doc_11-02-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_07_R3_26May11_Doc_11-04-16	SH_SBI_TC_07_R3_26May11_Doc_11-04-16	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_07_R3_26May11_Doc_11-04-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_07_R3_26May11_Doc_11-04-16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_08_R1_9May11_Doc_11-04-06	SH_SBI_TC_08_R1_9May11_Doc_11-04-06	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_08_R1_9May11_Doc_11-04-06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_08_R1_9May11_Doc_11-04-06.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_08_R2_9May11_Doc_11-02-10	SH_SBI_TC_08_R2_9May11_Doc_11-02-10	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_08_R2_9May11_Doc_11-02-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_08_R2_9May11_Doc_11-02-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_08_R3_11May11_Doc_11-04-16	SH_SBI_TC_08_R3_11May11_Doc_11-04-16	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_08_R3_11May11_Doc_11-04-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_08_R3_11May11_Doc_11-04-16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_09_R1_18May11_Doc_11-04-06	SH_SBI_TC_09_R1_18May11_Doc_11-04-06	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_09_R1_18May11_Doc_11-04-06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_09_R1_18May11_Doc_11-04-06.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_09_R2_11May11_Doc_11-02-10	SH_SBI_TC_09_R2_11May11_Doc_11-02-10	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_09_R2_11May11_Doc_11-02-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_09_R2_11May11_Doc_11-02-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_09_R3_11May11_Doc_11-04-16	SH_SBI_TC_09_R3_11May11_Doc_11-04-16	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_09_R3_11May11_Doc_11-04-16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_09_R3_11May11_Doc_11-04-16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_10_R2_18May11_Doc_11-02-10	SH_SBI_TC_10_R2_18May11_Doc_11-02-10	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_10_R2_18May11_Doc_11-02-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_10_R2_18May11_Doc_11-02-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
SH_SBI_TC_10_R2_26May11_Doc_11-02-10	SH_SBI_TC_10_R2_26May11_Doc_11-02-10	metagenome	not available	not applicable	not available	Integrating_biogeochemistry_with_multi-omic_sequence_information_in_a_model_oxygen_minimum_zone	not available	not available	not available	not available	not available	not available	1	SH_SBI_TC_10_R2_26May11_Doc_11-02-10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	SH_SBI_TC_10_R2_26May11_Doc_11-02-10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
