source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_WT_1	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	200819_SIRI_2_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_2	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	200819_SIRI_2_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_3	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	200819_SIRI_3_1_20200825141346.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_4	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	4	200819_SIRI_2_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_5	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	5	200819_SIRI_1_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_6	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	6	200819_SIRI_2_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_7	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	7	200819_SIRI_3_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_8	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	8	200819_SIRI_3_2_20200825172940.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_9	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	9	200819_SIRI_1_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_WT_10	Escherichia coli	cell	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	10	200819_SIRI_3_4.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=Higher Energy Collisional Dissociation (HCD)	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
