source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	NT=cell	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_3_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample2	Escherichia coli	NT=cell	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_50mM_in_gel_DDA_060716_160711124602.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample3	Escherichia coli	NT=cell	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_1_CID2_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample4	Escherichia coli	NT=cell	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_2_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample5	Escherichia coli	NT=cell	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_3_CID2_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample6	Escherichia coli	NT=cell	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_1_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample7	Escherichia coli	NT=cell	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_2_CID2_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample8	Escherichia coli	NT=cell	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_1_CID1_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample9	Escherichia coli	NT=cell	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_2_CID1_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
Sample10	Escherichia coli	NT=cell	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	1	LM_AD_OmpF_3_CID1_040816.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq ft;AC=MS:1000448	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available
