source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[host organism]	characteristics[host body site]	characteristics[host disease status]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Ea16_W10_C2_M900_S4.msf	Ea16_W10_C2_M900_S4.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M900_S4.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M900_S4.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C2_M900_S4	Ea16_W10_C2_M900_S4	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M900_S4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M900_S4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C2_M900_S4_host.msf	Ea16_W10_C2_M900_S4_host.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M900_S4_host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M900_S4_host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C2_M901_S3.msf	Ea16_W10_C2_M901_S3.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M901_S3.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M901_S3.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C2_M901_S3	Ea16_W10_C2_M901_S3	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M901_S3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M901_S3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C2_M901_S3_host.msf	Ea16_W10_C2_M901_S3_host.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C2_M901_S3_host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C2_M901_S3_host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C3_M903A_S8.msf	Ea16_W10_C3_M903A_S8.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C3_M903A_S8.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C3_M903A_S8.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C3_M903A_S8	Ea16_W10_C3_M903A_S8	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C3_M903A_S8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C3_M903A_S8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C3_M903A_S8_host.msf	Ea16_W10_C3_M903A_S8_host.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C3_M903A_S8_host.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C3_M903A_S8_host.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
Ea16_W10_C4_M911_S12.msf	Ea16_W10_C4_M911_S12.msf	Gut metagenome	Feces	not applicable	Type 1 diabetes mellitus	Mouse_T1D_microbiota_-_Clostridial_Butyrate_Biosynthesis_Enzymes_Are_Significantly_Depleted_in_the_Gut_Microbiota_of_Nonobese_Diabetic_Mice	feces	feces	not available	not available	not available	not available	gut microbiome	Homo sapiens	Feces	Type 1 diabetes mellitus	1	Ea16_W10_C4_M911_S12.msf	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	Ea16_W10_C4_M911_S12.msf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=human-gut;VV=v1.0.0	manual curation	Feces
