source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Lumos_230609_17	Anaeramoeba flamelloides	not available	1	Lumos_230609_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230609_11	Anaeramoeba flamelloides	not available	1	Lumos_230609_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230609_14	Anaeramoeba flamelloides	not available	1	Lumos_230609_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_14	Anaeramoeba flamelloides	not available	1	Lumos_230619_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230609_08	Anaeramoeba flamelloides	not available	1	Lumos_230609_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230609_20	Anaeramoeba flamelloides	not available	1	Lumos_230609_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_11	Anaeramoeba flamelloides	not available	1	Lumos_230619_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_20	Anaeramoeba flamelloides	not available	1	Lumos_230619_20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230609_05	Anaeramoeba flamelloides	not available	1	Lumos_230609_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230609_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_05	Anaeramoeba flamelloides	not available	1	Lumos_230619_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_17	Anaeramoeba flamelloides	not available	1	Lumos_230619_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Lumos_230619_08	Anaeramoeba flamelloides	not available	1	Lumos_230619_08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	Lumos_230619_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
