source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[culture medium]	characteristics[passage number]	characteristics[biorepository]	characteristics[cell line authentication]	characteristics[sample storage temperature]	characteristics[individual]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
U87_DMSO_1	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Dimethyl Sulfoxide	1	P15452_D_ZHI	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_D_ZHI.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Dimethyl Sulfoxide
U87_DMSO_2	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Dimethyl Sulfoxide	2	P15452_D_ZHI_151114034033	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_D_ZHI_151114034033.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Dimethyl Sulfoxide
U87_DMSO_3	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Dimethyl Sulfoxide	3	P15452_D_ZHI_151114064020	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_D_ZHI_151114064020.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Dimethyl Sulfoxide
U87_TMZ_1	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Temozolomide	1	P15452_T_ZHI	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_T_ZHI.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Temozolomide
U87_TMZ_2	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Temozolomide	2	P15452_T_ZHI_151113094012	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_T_ZHI_151113094012.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Temozolomide
U87_TMZ_3	Homo sapiens	brain	glioblastoma	not available	cell line	U-87 MG	CVCL_0022	U-87MG ATCC	not available	not available	male	European ancestry	not available	Dulbecco's Modified Eagle Medium	not available	ATCC	not available	not available	not applicable	Temozolomide	3	P15452_T_ZHI_151113124048	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not available	not available	NT=HCD;AC=PRIDE:0000590	6 ppm	20 ppm	30 eV	1	1	P15452_T_ZHI_151113124048.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	Temozolomide
