source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20090913_Velos3_SaZa_SA_CARCIN_Exp1_SCC-SILAC_SCX_03	Mus musculus	Skin	not applicable	Skin cancer	3	20090913_Velos3_SaZa_SA_CARCIN_Exp1_SCC-SILAC_SCX_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090913_Velos3_SaZa_SA_CARCIN_Exp1_SCC-SILAC_SCX_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090913_Velos3_SaZa_SA_CARCIN_Exp1_SCC-SILAC_SCX_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_FlThr_04	Mus musculus	Skin	not applicable	Skin cancer	4	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_FlThr_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_FlThr_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100107_Velos3_SaZa_SA_CARCIN_Exp2_TPA-SkinSILAC_SCX_FlThr_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_03	Mus musculus	Skin	not applicable	Skin cancer	3	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_03.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_03.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100212_Velos3_SaZa_SA_CARCIN_Exp2_Pap-SILAC_InGel_11	Mus musculus	Skin	not applicable	Skin cancer	11	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Pap-SILAC_InGel_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Pap-SILAC_InGel_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100212_Velos3_SaZa_SA_CARCIN_Exp2_Pap-SILAC_InGel_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_06	Mus musculus	Skin	not applicable	Skin cancer	6	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_02	Mus musculus	Skin	not applicable	Skin cancer	2	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090824_Velos3_SaZa_SA_CARCIN_SCC-SILAC_FASP-SAX_pH8	Mus musculus	Skin	not applicable	Skin cancer	1	20090824_Velos3_SaZa_SA_CARCIN_SCC-SILAC_FASP-SAX_pH8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090824_Velos3_SaZa_SA_CARCIN_SCC-SILAC_FASP-SAX_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090824_Velos3_SaZa_SA_CARCIN_SCC-SILAC_FASP-SAX_pH8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091023_Velos3_SaZa_SA_CARCIN_SCC-SkinSILAC_InGel_14	Mus musculus	Skin	not applicable	Skin cancer	14	20091023_Velos3_SaZa_SA_CARCIN_SCC-SkinSILAC_InGel_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091023_Velos3_SaZa_SA_CARCIN_SCC-SkinSILAC_InGel_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091023_Velos3_SaZa_SA_CARCIN_SCC-SkinSILAC_InGel_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091026_Velos3_SaZa_SA_CARCIN_Pap-SkinSILAC_InGel_15	Mus musculus	Skin	not applicable	Skin cancer	15	20091026_Velos3_SaZa_SA_CARCIN_Pap-SkinSILAC_InGel_15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091026_Velos3_SaZa_SA_CARCIN_Pap-SkinSILAC_InGel_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091026_Velos3_SaZa_SA_CARCIN_Pap-SkinSILAC_InGel_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_01	Mus musculus	Skin	not applicable	Skin cancer	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120506_Elite_SaZa_SA_CARCIN_Exp3_Skin_SCX-TiO2_FT_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120423_Elite1_SaZa_SA_CARCIN_Exp3_SCX-TiO2_SCC_Fr3	Mus musculus	Skin	not applicable	Skin cancer	1	20120423_Elite1_SaZa_SA_CARCIN_Exp3_SCX-TiO2_SCC_Fr3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	3	1	20120423_Elite1_SaZa_SA_CARCIN_Exp3_SCX-TiO2_SCC_Fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120423_Elite1_SaZa_SA_CARCIN_Exp3_SCX-TiO2_SCC_Fr3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP_SILAC_SCX_FlTrh_05	Mus musculus	Skin	not applicable	Skin cancer	5	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP_SILAC_SCX_FlTrh_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP_SILAC_SCX_FlTrh_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP_SILAC_SCX_FlTrh_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_05	Mus musculus	Skin	not applicable	Skin cancer	5	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_05.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090913_Velos3_SaZa_SA_CARCIN_Exp1_PAP-SILAC_SCX_05.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091022_Velos3_SaZa_SA_CARCIN_SkinTPA-SkinSILAC_InGel_05	Mus musculus	Skin	not applicable	Skin cancer	5	20091022_Velos3_SaZa_SA_CARCIN_SkinTPA-SkinSILAC_InGel_05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091022_Velos3_SaZa_SA_CARCIN_SkinTPA-SkinSILAC_InGel_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091022_Velos3_SaZa_SA_CARCIN_SkinTPA-SkinSILAC_InGel_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100107_Velos3_SaZa_SA_CARCIN_Exp2_PapC-SkinSILAC_SCX_04	Mus musculus	Skin	not applicable	Skin cancer	4	20100107_Velos3_SaZa_SA_CARCIN_Exp2_PapC-SkinSILAC_SCX_04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100107_Velos3_SaZa_SA_CARCIN_Exp2_PapC-SkinSILAC_SCX_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100107_Velos3_SaZa_SA_CARCIN_Exp2_PapC-SkinSILAC_SCX_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091020_Velos3_SaZa_SA_CARCIN_SkinWT-SkinSILAC_InGel_10	Mus musculus	Skin	not applicable	Skin cancer	10	20091020_Velos3_SaZa_SA_CARCIN_SkinWT-SkinSILAC_InGel_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091020_Velos3_SaZa_SA_CARCIN_SkinWT-SkinSILAC_InGel_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091020_Velos3_SaZa_SA_CARCIN_SkinWT-SkinSILAC_InGel_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100212_Velos3_SaZa_SA_CARCIN_Exp2_SCC-SILAC_InGel_06	Mus musculus	Skin	not applicable	Skin cancer	6	20100212_Velos3_SaZa_SA_CARCIN_Exp2_SCC-SILAC_InGel_06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100212_Velos3_SaZa_SA_CARCIN_Exp2_SCC-SILAC_InGel_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100212_Velos3_SaZa_SA_CARCIN_Exp2_SCC-SILAC_InGel_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_03	Mus musculus	Skin	not applicable	Skin cancer	3	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100212_Velos3_SaZa_SA_CARCIN_Exp2_Skin-SILAC_InGel_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120506_Elite_SaZa_SA_CARCIN_Exp3_TPA_SCX-TiO2_Fr_01	Mus musculus	Skin	not applicable	Skin cancer	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_TPA_SCX-TiO2_Fr_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120506_Elite_SaZa_SA_CARCIN_Exp3_TPA_SCX-TiO2_Fr_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120506_Elite_SaZa_SA_CARCIN_Exp3_TPA_SCX-TiO2_Fr_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090822_Velos3_SaZa_SA_CARCIN_SkinTPA-SILAC_FASP-SAX_pH4	Mus musculus	Skin	not applicable	Skin cancer	1	20090822_Velos3_SaZa_SA_CARCIN_SkinTPA-SILAC_FASP-SAX_pH4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090822_Velos3_SaZa_SA_CARCIN_SkinTPA-SILAC_FASP-SAX_pH4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090822_Velos3_SaZa_SA_CARCIN_SkinTPA-SILAC_FASP-SAX_pH4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_FlThr_01	Mus musculus	Skin	not applicable	Skin cancer	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_FlThr_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_FlThr_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_FlThr_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_Fr_03	Mus musculus	Skin	not applicable	Skin cancer	3	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_Fr_03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_Fr_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20091206_Velos3_SaZa_SA_CARCIN_Exp1b_SkinWT-SILAC_SCX_Fr_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_09	Mus musculus	Skin	not applicable	Skin cancer	9	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_Skin_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_17	Mus musculus	Skin	not applicable	Skin cancer	17	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_PAP_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_16	Mus musculus	Skin	not applicable	Skin cancer	16	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20120427_Elite1_SaZa_SA_CARCIN_Exp3_InGel_TPA_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20100203_Velos3_SaZa_SA_CARCIN_Exp2b_Skin-SILAC_SCX_01	Mus musculus	Skin	not applicable	Skin cancer	1	20100203_Velos3_SaZa_SA_CARCIN_Exp2b_Skin-SILAC_SCX_01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20100203_Velos3_SaZa_SA_CARCIN_Exp2b_Skin-SILAC_SCX_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20100203_Velos3_SaZa_SA_CARCIN_Exp2b_Skin-SILAC_SCX_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_02	Mus musculus	Skin	not applicable	Skin cancer	2	20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_02.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090918_Velos3_SaZa_SA_CARCIN_Exp1_SkinTPA-SILAC_SCX_02.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
20090913_Velos3_SaZa_SA_CARCIN_Exp1_SkinWT-SILAC_SCX_02	Mus musculus	Skin	not applicable	Skin cancer	2	20090913_Velos3_SaZa_SA_CARCIN_Exp1_SkinWT-SILAC_SCX_02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	20090913_Velos3_SaZa_SA_CARCIN_Exp1_SkinWT-SILAC_SCX_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2013/03/PXD000821/20090913_Velos3_SaZa_SA_CARCIN_Exp1_SkinWT-SILAC_SCX_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Skin
