source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
Ecoli_Lysate_Rep1	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep1	proteomic profiling by mass spectrometry	1	B201106_05_Lumos_AB_DE_135_B1_149_pD_s5_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep2	Escherichia coli	not available	not available	2	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep2	proteomic profiling by mass spectrometry	1	B201106_03_Lumos_AB_DE_145_B1_149_pD_s8_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep3	Escherichia coli	not available	not available	3	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep3	proteomic profiling by mass spectrometry	1	B201106_01_Lumos_AB_DE_145_B1_149_pD_s10_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep4	Escherichia coli	not available	not available	4	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep4	proteomic profiling by mass spectrometry	1	B201106_06_Lumos_AB_DE_145_B1_149_pD_s11_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep5	Escherichia coli	not available	not available	5	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep5	proteomic profiling by mass spectrometry	1	B201106_07_Lumos_AB_DE_145_B1_149_pD_s7_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep6	Escherichia coli	not available	not available	6	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep6	proteomic profiling by mass spectrometry	1	B201106_02_Lumos_AB_DE_145_B1_149_pD_s9_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
Ecoli_Lysate_Rep7	Escherichia coli	not available	not available	7	not available	not available	not available	not available	not available	Ecoli_Lysate_Rep7	proteomic profiling by mass spectrometry	1	B201106_04_Lumos_AB_DE_135_B1_149_pD_s6_rep1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep1	Homo sapiens	not available	not available	1	not available	not available	not available	not available	not available	HSA_Rep1	proteomic profiling by mass spectrometry	1	B200421_07_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_40ms_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep2	Homo sapiens	not available	not available	2	not available	not available	not available	not available	not available	HSA_Rep2	proteomic profiling by mass spectrometry	1	B200421_19_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_20ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep3	Homo sapiens	not available	not available	3	not available	not available	not available	not available	not available	HSA_Rep3	proteomic profiling by mass spectrometry	1	B200421_10_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_100ms_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep4	Homo sapiens	not available	not available	4	not available	not available	not available	not available	not available	HSA_Rep4	proteomic profiling by mass spectrometry	1	B200421_03_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_5ms_1.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep5	Homo sapiens	not available	not available	5	not available	not available	not available	not available	not available	HSA_Rep5	proteomic profiling by mass spectrometry	1	B200421_20_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_10ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
HSA_Rep6	Homo sapiens	not available	not available	6	not available	not available	not available	not available	not available	HSA_Rep6	proteomic profiling by mass spectrometry	1	B200421_14_Lumos_AB_DE_165_HSA_UCCL_S1_dualHCD_UVPD_200ms_2.raw	v1.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
