source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
230929_LU4N_ClFusco_DIA_1uL_2426-12	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-12	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-13	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-13	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-27	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-27	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-08	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-08	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-25	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-25	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-24	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-24	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-28	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-28	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-06	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-06	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-05	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-05	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-18	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-18	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-23	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-23	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-16	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-16	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-07	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-07	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-19	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-19	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-26	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-26	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
230929_LU4N_ClFusco_DIA_1uL_2426-22	Rattus norvegicus	Cell culture	not available	not available	1	230929_LU4N_ClFusco_DIA_1uL_2426-22	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion Lumos;AC=MS:1002739	NT=Trypsin;AC=MS:1001251	1	1	230929_LU4N_ClFusco_DIA_1uL_2426-22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	Cell culture
