source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Ingel25690r_KayselCruzA_4	Leishmania braziliensis	not available	1	Ingel25690r_KayselCruzA_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25690r_KayselCruzA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25687_KayselCruzA_1	Leishmania braziliensis	not available	1	Ingel25687_KayselCruzA_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25687_KayselCruzA_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25309_KayselCruzA_5	Leishmania braziliensis	not available	1	Ingel25309_KayselCruzA_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25309_KayselCruzA_5.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25689_KayselCruzA_3	Leishmania braziliensis	not available	1	Ingel25689_KayselCruzA_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25689_KayselCruzA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25307_KayselCruzA_1	Leishmania braziliensis	not available	1	Ingel25307_KayselCruzA_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25307_KayselCruzA_1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25306_KayselCruzA_WT	Leishmania braziliensis	not available	1	Ingel25306_KayselCruzA_WT	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25306_KayselCruzA_WT.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25311_KayselCruzA_7	Leishmania braziliensis	not available	1	Ingel25311_KayselCruzA_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25311_KayselCruzA_7.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25308_KayselCruzA_3	Leishmania braziliensis	not available	1	Ingel25308_KayselCruzA_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25308_KayselCruzA_3.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25310_KayselCruzA_6	Leishmania braziliensis	not available	1	Ingel25310_KayselCruzA_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25310_KayselCruzA_6.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
Ingel25688_KayselCruzA_2	Leishmania braziliensis	not available	1	Ingel25688_KayselCruzA_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	1	1	Ingel25688_KayselCruzA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	not available
