source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
A549_1hr_1	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	1	EX480YM_116_5496_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_2	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	2	EX480YM_116_5484_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_3	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	3	EX480YM_116_5482_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_4	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	4	EX480YM_116_5490_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_5	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	5	EX480YM_116_5498_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_6	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	6	EX480YM_116_5500_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_7	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	7	EX480YM_116_5504_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_8	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	8	EX480YM_116_5506_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_9	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	9	EX480YM_116_5510_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_10	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	10	EX480YM_116_5486_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_11	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	11	EX480YM_116_5488_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
A549_1hr_12	Homo sapiens	cell	A549 adenocarcinoma human alveolar basal epithelial cells	1	not available	not available	not available	not available	not available	Shotgun Proteomics	proteomic profiling by mass spectrometry	12	EX480YM_116_5480_31102023.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap exploris 480;AC=MS:1003028	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	NT=Higher Energy Collisional Dissociation	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
